,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.13,4.82,10.87,67.34,37.34,19.22,8.64,3.17
DCC_joint,,3.13,,1.77,6.39,50.05,28.21,14.60,6.78,0.01
DCC_bivariate_loop,,4.82,1.77,,4.06,43.01,23.97,12.08,5.55,1.80
SW_cross_validated,,10.87,6.39,4.06,,43.39,21.94,9.17,3.29,6.48
SW_15,,67.34,50.05,43.01,43.39,,19.46,26.27,18.58,50.79
SW_30,,37.34,28.21,23.97,21.94,19.46,,9.56,8.59,28.56
SW_60,,19.22,14.60,12.08,9.17,26.27,9.56,,2.41,14.74
SW_120,,8.64,6.78,5.55,3.29,18.58,8.59,2.41,,6.81
sFC,,3.17,0.01,1.80,6.48,50.79,28.56,14.74,6.81,
