,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,13.71,5.16,13.02,34.56,21.55,15.30,14.86,15.16
DCC_joint,,13.71,,9.11,2.59,37.61,16.09,5.71,6.00,4.01
DCC_bivariate_loop,,5.16,9.11,,8.88,33.74,18.68,11.37,11.13,10.91
SW_cross_validated,,13.02,2.59,8.88,,25.44,10.11,1.87,2.93,0.77
SW_15,,34.56,37.61,33.74,25.44,,15.01,25.80,20.51,35.94
SW_30,,21.55,16.09,18.68,10.11,15.01,,9.09,6.46,14.35
SW_60,,15.30,5.71,11.37,1.87,25.80,9.09,,1.42,3.60
SW_120,,14.86,6.00,11.13,2.93,20.51,6.46,1.42,,4.41
sFC,,15.16,4.01,10.91,0.77,35.94,14.35,3.60,4.41,
