,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,30.65,11.55,29.11,77.28,48.18,34.22,33.23,33.90
DCC_joint,,30.65,,-20.38,5.80,84.11,35.98,12.76,13.42,8.97
DCC_bivariate_loop,,11.55,-20.38,,19.86,75.44,41.76,25.44,24.90,24.39
SW_cross_validated,,29.11,5.80,19.86,,56.89,22.61,4.18,6.55,-1.72
SW_15,,77.28,84.11,75.44,56.89,,-33.55,-57.69,-45.87,-80.36
SW_30,,48.18,35.98,41.76,22.61,-33.55,,-20.33,-14.46,-32.09
SW_60,,34.22,12.76,25.44,4.18,-57.69,-20.33,,3.18,-8.06
SW_120,,33.23,13.42,24.90,6.55,-45.87,-14.46,3.18,,-9.86
sFC,,33.90,8.97,24.39,-1.72,-80.36,-32.09,-8.06,-9.86,
