,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,11.42,1.93,0.78,-2.79,-5.16,-4.07,0.15,55.43
DCC_joint,,11.42,,-14.50,-11.28,-17.92,-24.14,-23.34,-19.97,69.02
DCC_bivariate_loop,,1.93,-14.50,,-1.06,-6.48,-11.35,-9.95,-3.64,111.16
SW_cross_validated,,0.78,-11.28,-1.06,,-3.88,-6.57,-5.44,-0.94,59.97
SW_15,,-2.79,-17.92,-6.48,-3.88,,-2.70,-1.26,4.72,82.61
SW_30,,-5.16,-24.14,-11.35,-6.57,-2.70,,1.88,10.41,120.11
SW_60,,-4.07,-23.34,-9.95,-5.44,-1.26,1.88,,8.75,128.91
SW_120,,0.15,-19.97,-3.64,-0.94,4.72,10.41,8.75,,211.88
sFC,,55.43,69.02,111.16,59.97,82.61,120.11,128.91,211.88,
