,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.4991e-02,5.4312e-01,2.6201e-01,8.3242e-11,1.1282e-06,2.9035e-05,4.9471e-03,1.5481e-01
DCC_joint,,8.4991e-02,,3.0205e-01,6.0279e-03,1.1005e-11,6.8215e-08,5.4924e-07,3.1922e-04,6.8936e-01
DCC_bivariate_loop,,5.4312e-01,3.0205e-01,,1.0338e-01,1.1915e-10,8.6966e-07,1.9707e-05,2.4399e-03,4.7847e-01
SW_cross_validated,,2.6201e-01,6.0279e-03,1.0338e-01,,1.2107e-10,3.7909e-06,1.7093e-04,2.0497e-02,1.1639e-02
SW_15,,8.3242e-11,1.1005e-11,1.1915e-10,1.2107e-10,,1.2487e-04,2.7355e-08,5.4218e-06,9.9208e-12
SW_30,,1.1282e-06,6.8215e-08,8.6966e-07,3.7909e-06,1.2487e-04,,7.8263e-03,3.3177e-02,8.2727e-08
SW_60,,2.9035e-05,5.4924e-07,1.9707e-05,1.7093e-04,2.7355e-08,7.8263e-03,,7.9648e-01,6.7840e-07
SW_120,,4.9471e-03,3.1922e-04,2.4399e-03,2.0497e-02,5.4218e-06,3.3177e-02,7.9648e-01,,4.9226e-04
sFC,,1.5481e-01,6.8936e-01,4.7847e-01,1.1639e-02,9.9208e-12,8.2727e-08,6.7840e-07,4.9226e-04,
