,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.58,0.75,0.29,2.24,-0.03,-0.01,6.67,7.04
DCC_joint,,1.58,,-1.90,-2.41,1.40,-2.89,-2.87,12.37,16.47
DCC_bivariate_loop,,0.75,-1.90,,-0.85,2.74,-1.40,-1.38,14.37,19.01
SW_cross_validated,,0.29,-2.41,-0.85,,3.12,-0.52,-0.50,12.44,14.76
SW_15,,2.24,1.40,2.74,3.12,,-3.50,-3.48,7.00,8.01
SW_30,,-0.03,-2.89,-1.40,-0.52,-3.50,,0.02,12.40,14.43
SW_60,,-0.01,-2.87,-1.38,-0.50,-3.48,0.02,,12.40,14.44
SW_120,,6.67,12.37,14.37,12.44,7.00,12.40,12.40,,0.46
sFC,,7.04,16.47,19.01,14.76,8.01,14.43,14.44,0.46,
