,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.89,0.84,5.55,12.40,7.60,4.55,3.35,2.03
DCC_joint,,0.89,,0.05,7.80,15.58,9.73,6.02,4.57,1.39
DCC_bivariate_loop,,0.84,0.05,,7.54,15.18,9.50,5.87,4.46,1.39
SW_cross_validated,,5.55,7.80,7.54,,8.12,2.94,0.16,1.29,10.07
SW_15,,12.40,15.58,15.18,8.12,,4.46,6.92,7.75,18.26
SW_30,,7.60,9.73,9.50,2.94,4.46,,2.63,3.58,11.65
SW_60,,4.55,6.02,5.87,0.16,6.92,2.63,,1.00,7.43
SW_120,,3.35,4.57,4.46,1.29,7.75,3.58,1.00,,5.80
sFC,,2.03,1.39,1.39,10.07,18.26,11.65,7.43,5.80,
