,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0292,0.0274,0.0000,0.0000,0.0000,0.0000,0.0000,0.2595
DCC_joint,nan,-4.0157,-,1.,0.0167,0.0000,0.0000,0.0000,0.0037,1.
DCC_bivariate_loop,nan,-4.0437,-1.102,-,1.,0.0000,0.0000,0.0000,0.1158,1.
SW_cross_validated,nan,-8.4927,-4.2676,-2.3145,-,0.0000,0.0000,0.0005,1.,0.0058
SW_15,nan,-40.8758,-30.0032,-21.111,-22.8551,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-23.1903,-17.192,-12.5741,-12.1172,8.8491,-,0.0003,0.0000,0.0000
SW_60,nan,-15.6364,-10.5849,-7.3419,-5.9486,15.8157,6.1021,-,0.2655,0.0000
SW_120,nan,-7.8945,-4.9551,-3.3964,-1.6512,15.1345,7.8502,3.019,-,0.0016
sFC,nan,-3.0295,0.6652,1.5923,4.7429,29.4006,17.2461,10.8524,5.3327,-
