,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.80,1.81,3.80,18.28,10.37,6.99,3.53,1.35
DCC_joint,,1.80,,0.49,1.91,13.42,7.69,4.73,2.22,0.30
DCC_bivariate_loop,,1.81,0.49,,1.04,9.44,5.62,3.28,1.52,0.71
SW_cross_validated,,3.80,1.91,1.04,,10.22,5.42,2.66,0.74,2.12
SW_15,,18.28,13.42,9.44,10.22,,3.96,7.07,6.77,13.15
SW_30,,10.37,7.69,5.62,5.42,3.96,,2.73,3.51,7.71
SW_60,,6.99,4.73,3.28,2.66,7.07,2.73,,1.35,4.85
SW_120,,3.53,2.22,1.52,0.74,6.77,3.51,1.35,,2.38
sFC,,1.35,0.30,0.71,2.12,13.15,7.71,4.85,2.38,
