,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.6782e-03,2.0952e-02,5.1083e-01,1.0040e-04,5.7008e-01,2.2547e-02,1.6372e-14,3.6874e-16
DCC_joint,,6.6782e-03,,3.5067e-01,7.7736e-04,7.3848e-03,1.0698e-03,5.0007e-01,2.1741e-18,1.7232e-20
DCC_bivariate_loop,,2.0952e-02,3.5067e-01,,4.7186e-03,4.3377e-04,5.9411e-03,8.7835e-01,2.5993e-19,2.1008e-21
SW_cross_validated,,5.1083e-01,7.7736e-04,4.7186e-03,,3.0127e-07,9.0210e-01,8.8618e-03,3.1280e-20,3.5061e-22
SW_15,,1.0040e-04,7.3848e-03,4.3377e-04,3.0127e-07,,7.8689e-07,2.8019e-03,1.2164e-19,4.3037e-22
SW_30,,5.7008e-01,1.0698e-03,5.9411e-03,9.0210e-01,7.8689e-07,,9.8812e-03,2.9664e-19,3.9389e-21
SW_60,,2.2547e-02,5.0007e-01,8.7835e-01,8.8618e-03,2.8019e-03,9.8812e-03,,2.1416e-17,2.1951e-19
SW_120,,1.6372e-14,2.1741e-18,2.5993e-19,3.1280e-20,1.2164e-19,2.9664e-19,2.1416e-17,,3.3925e-18
sFC,,3.6874e-16,1.7232e-20,2.1008e-21,3.5061e-22,4.3037e-22,3.9389e-21,2.1951e-19,3.3925e-18,
