,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.007,0.0000,0.0000,0.0007,0.0071,1.
DCC_joint,nan,1.037,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,0.4123,-1.1243,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-4.6627,-9.4073,-8.3628,-,0.0000,0.0032,1.,1.,0.0001
SW_15,nan,-13.2068,-30.4568,-28.7004,-14.1743,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-8.0187,-17.9414,-16.5041,-5.0198,12.8545,-,0.0663,0.0071,0.0000
SW_60,nan,-5.7227,-11.7438,-10.6027,-1.4618,13.6778,3.6475,-,1.,0.0000
SW_120,nan,-4.6576,-9.1234,-8.1262,-0.1007,13.2523,4.6528,1.2996,-,0.0001
sFC,nan,0.3018,-1.0266,-0.124,6.8876,21.0005,12.5479,8.5646,6.777,-
