,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.46,0.18,2.09,5.91,3.59,2.56,2.08,0.13
DCC_joint,,0.46,,0.50,4.21,13.62,8.02,5.25,4.08,0.46
DCC_bivariate_loop,,0.18,0.50,,3.74,12.84,7.38,4.74,3.63,0.06
SW_cross_validated,,2.09,4.21,3.74,,6.34,2.24,0.65,0.05,3.08
SW_15,,5.91,13.62,12.84,6.34,,5.75,6.12,5.93,9.39
SW_30,,3.59,8.02,7.38,2.24,5.75,,1.63,2.08,5.61
SW_60,,2.56,5.25,4.74,0.65,6.12,1.63,,0.58,3.83
SW_120,,2.08,4.08,3.63,0.05,5.93,2.08,0.58,,3.03
sFC,,0.13,0.46,0.06,3.08,9.39,5.61,3.83,3.03,
