,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.38,3.42,0.80,8.04,5.05,2.01,0.81,2.65
DCC_joint,,3.38,,0.03,1.99,3.78,1.02,1.32,2.52,6.34
DCC_bivariate_loop,,3.42,0.03,,2.02,3.75,0.98,1.36,2.56,6.40
SW_cross_validated,,0.80,1.99,2.02,,5.38,3.05,0.86,0.14,2.82
SW_15,,8.04,3.78,3.75,5.38,,3.28,5.34,6.85,13.11
SW_30,,5.05,1.02,0.98,3.05,3.28,,2.55,3.97,9.40
SW_60,,2.01,1.32,1.36,0.86,5.34,2.55,,1.18,4.79
SW_120,,0.81,2.52,2.56,0.14,6.85,3.97,1.18,,3.47
sFC,,2.65,6.34,6.40,2.82,13.11,9.40,4.79,3.47,
