,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.59,0.98,0.33,2.63,0.06,2.13,1.90,0.43
DCC_joint,,1.59,,0.42,1.71,3.51,1.10,0.04,2.86,1.41
DCC_bivariate_loop,,0.98,0.42,,1.15,3.00,0.69,0.51,2.16,0.79
SW_cross_validated,,0.33,1.71,1.15,,2.30,0.27,2.07,1.11,0.66
SW_15,,2.63,3.51,3.00,2.30,,2.15,3.93,1.69,3.02
SW_30,,0.06,1.10,0.69,0.27,2.15,,1.25,1.09,0.15
SW_60,,2.13,0.04,0.51,2.07,3.93,1.25,,3.63,1.84
SW_120,,1.90,2.86,2.16,1.11,1.69,1.09,3.63,,2.28
sFC,,0.43,1.41,0.79,0.66,3.02,0.15,1.84,2.28,
