,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,29.11,35.20,39.78,53.26,44.04,32.45,0.19
DCC_bivariate_loop,,,29.11,,3.86,0.05,2.41,3.03,0.10,29.17
SW_cross_validated,,,35.20,3.86,,4.62,8.24,8.35,4.26,35.33
SW_15,,,39.78,0.05,4.62,,3.05,3.70,0.17,39.90
SW_30,,,53.26,2.41,8.24,3.05,,1.03,2.47,53.48
SW_60,,,44.04,3.03,8.35,3.70,1.03,,3.12,44.17
SW_120,,,32.45,0.10,4.26,0.17,2.47,3.12,,32.53
sFC,,,0.19,29.17,35.33,39.90,53.48,44.17,32.53,
