,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,7.8770e-02,1.7012e-03,3.4563e-14,4.8903e-11,3.6671e-08,3.8012e-06,7.3952e-01
DCC_bivariate_loop,,,7.8770e-02,,1.2723e-01,5.7402e-12,4.5364e-09,3.8577e-06,4.0814e-04,1.5183e-01
SW_cross_validated,,,1.7012e-03,1.2723e-01,,6.0126e-12,2.2628e-08,5.8456e-05,9.2509e-03,4.6851e-03
SW_15,,,3.4563e-14,5.7402e-12,6.0126e-12,,3.0399e-05,2.2966e-08,9.6345e-10,1.0159e-13
SW_30,,,4.8903e-11,4.5364e-09,2.2628e-08,3.0399e-05,,1.2288e-03,1.2807e-05,1.3691e-10
SW_60,,,3.6671e-08,3.8577e-06,5.8456e-05,2.2966e-08,1.2288e-03,,4.8921e-02,1.0402e-07
SW_120,,,3.8012e-06,4.0814e-04,9.2509e-03,9.6345e-10,1.2807e-05,4.8921e-02,,1.0663e-05
sFC,,,7.3952e-01,1.5183e-01,4.6851e-03,1.0159e-13,1.3691e-10,1.0402e-07,1.0663e-05,
