,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.08,3.22,11.61,47.80,33.27,23.06,14.38,1.77
DCC_joint,,1.08,,2.47,12.24,55.67,38.32,26.07,14.79,0.92
DCC_bivariate_loop,,3.22,2.47,,10.04,54.74,36.81,24.16,13.14,1.09
SW_cross_validated,,11.61,12.24,10.04,,43.66,25.75,13.20,5.71,9.15
SW_15,,47.80,55.67,54.74,43.66,,20.16,33.82,24.85,43.48
SW_30,,33.27,38.32,36.81,25.75,20.16,,13.86,12.19,29.63
SW_60,,23.06,26.07,24.16,13.20,33.82,13.86,,3.39,19.90
SW_120,,14.38,14.79,13.14,5.71,24.85,12.19,3.39,,12.39
sFC,,1.77,0.92,1.09,9.15,43.48,29.63,19.90,12.39,
