,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.6397e-02,1.0584e-06,1.0177e-15,1.0967e-26,7.3384e-24,5.2378e-21,2.3511e-17,9.4345e-04
DCC_joint,,2.6397e-02,,3.0972e-05,4.0684e-16,7.0820e-28,5.8171e-25,5.8183e-22,1.4371e-17,5.4209e-02
DCC_bivariate_loop,,1.0584e-06,3.0972e-05,,1.2943e-14,9.5621e-28,1.1938e-24,2.2642e-21,1.1622e-16,2.4890e-02
SW_cross_validated,,1.0177e-15,4.0684e-16,1.2943e-14,,5.5680e-26,7.2680e-22,1.0709e-16,1.8551e-10,6.5417e-14
SW_15,,1.0967e-26,7.0820e-28,9.5621e-28,5.5680e-26,,5.7491e-20,5.4854e-24,1.3760e-21,6.0026e-26
SW_30,,7.3384e-24,5.8171e-25,1.1938e-24,7.2680e-22,5.7491e-20,,4.5251e-17,4.3194e-16,5.8820e-23
SW_60,,5.2378e-21,5.8183e-22,2.2642e-21,1.0709e-16,5.4854e-24,4.5251e-17,,5.2383e-07,7.2550e-20
SW_120,,2.3511e-17,1.4371e-17,1.1622e-16,1.8551e-10,1.3760e-21,4.3194e-16,5.2383e-07,,3.2644e-16
sFC,,9.4345e-04,5.4209e-02,2.4890e-02,6.5417e-14,6.0026e-26,5.8820e-23,7.2550e-20,3.2644e-16,
