,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
77,0.939,0.842,0.950,0.982,0.920,1.375,1.375,0.944,0.836,0.851,0.930
78,0.865,0.930,1.036,1.094,0.942,1.375,1.375,0.937,1.063,0.912,0.930
79,0.852,1.017,0.925,0.922,1.080,1.375,1.375,0.969,0.949,0.871,0.930
80,0.867,0.853,0.910,0.918,1.142,1.375,1.375,0.959,0.945,0.889,0.930
81,0.834,0.842,1.027,0.903,1.145,1.375,1.375,0.854,1.003,0.874,0.930
82,0.841,0.874,1.191,1.205,1.197,1.375,1.375,0.835,0.931,0.851,0.930
83,0.852,0.833,1.000,0.989,1.144,1.375,1.375,0.942,0.909,0.838,0.930
84,0.881,0.922,1.062,1.080,1.197,1.375,1.375,1.411,1.146,0.943,0.930
85,0.859,0.975,0.876,1.297,1.145,1.375,1.375,1.030,0.919,0.883,0.930
86,0.864,0.876,1.008,1.111,0.925,1.375,1.375,0.951,1.038,0.892,0.930
87,0.857,0.826,0.896,0.967,1.018,1.375,1.375,0.949,0.906,0.897,0.930
88,0.887,0.836,0.995,0.864,1.081,1.375,1.375,0.860,0.952,0.900,0.930
89,0.967,0.881,1.112,1.166,1.125,1.375,1.375,0.865,0.937,0.897,0.930
90,0.857,0.901,0.858,1.171,0.849,1.375,1.375,1.030,0.928,0.881,0.930
91,0.835,1.104,1.028,1.022,1.068,1.375,1.375,0.843,0.992,0.880,0.930
92,0.853,0.818,1.056,1.036,1.298,1.375,1.375,0.804,0.845,0.897,0.930
93,0.840,0.836,0.981,1.038,1.152,1.375,1.375,0.915,1.072,0.843,0.930
94,0.896,0.798,0.928,1.002,1.034,1.375,1.375,0.977,0.992,0.879,0.930
95,0.861,0.864,1.037,1.069,1.374,1.375,1.375,0.882,1.146,0.896,0.930
96,0.860,0.808,0.994,1.070,1.586,1.375,1.375,0.857,0.847,0.952,0.930
97,0.878,0.864,0.993,0.832,1.260,1.375,1.375,0.871,1.042,0.867,0.930
98,0.885,0.842,0.951,1.161,1.008,1.375,1.375,0.853,0.949,0.827,0.930
99,0.845,0.855,0.887,1.108,1.144,1.375,1.375,0.860,1.246,0.857,0.930
100,0.845,0.918,1.050,1.062,0.902,1.375,1.375,0.841,0.949,0.855,0.930
101,0.861,0.870,1.034,0.928,1.292,1.375,1.375,0.882,1.016,0.845,0.930
102,0.839,0.867,1.038,1.296,1.660,1.375,1.375,0.910,1.017,0.861,0.930
103,0.869,0.841,1.062,0.883,1.226,1.375,1.375,0.885,0.870,0.839,0.930
104,0.888,0.923,1.000,0.912,1.271,1.375,1.375,0.869,0.997,0.847,0.930
105,0.871,0.837,1.021,0.999,1.140,1.375,1.375,0.990,0.957,0.853,0.930
106,0.846,0.970,1.038,0.956,0.864,1.375,1.375,0.863,0.937,0.880,0.930
107,0.869,0.858,1.036,1.026,1.134,1.375,1.375,0.890,0.931,0.876,0.930
108,0.842,0.960,0.969,0.929,0.916,1.375,1.375,0.845,0.947,0.882,0.930
109,0.846,0.841,0.991,0.869,1.031,1.375,1.375,0.888,0.953,0.822,0.930
110,0.834,0.826,0.941,1.093,1.339,1.375,1.375,0.883,0.877,0.864,0.930
111,0.847,0.893,1.007,1.307,1.362,1.375,1.375,0.922,0.880,0.851,0.930
112,0.865,0.839,0.967,1.061,0.895,1.375,1.375,0.908,1.033,0.967,0.930
113,0.857,0.850,0.946,0.955,1.013,1.375,1.375,1.037,0.890,0.862,0.930
114,0.917,0.867,0.967,0.964,0.941,1.375,1.375,0.910,0.883,0.887,0.930
115,0.848,0.861,1.139,0.916,1.088,1.375,1.375,1.007,0.901,0.901,0.930
116,0.844,0.852,1.025,0.955,1.018,1.375,1.375,0.833,0.905,0.843,0.930
117,0.958,0.847,1.169,0.938,1.273,1.375,1.375,0.891,0.989,0.882,0.930
118,0.846,0.894,1.011,1.005,1.073,1.375,1.375,0.843,1.021,0.833,0.930
119,0.837,0.892,1.008,1.150,1.142,1.375,1.375,0.873,0.881,0.867,0.930
120,0.895,1.005,0.996,1.431,1.280,1.375,1.375,0.892,0.912,0.846,0.930
121,0.917,0.840,1.028,0.906,1.124,1.375,1.375,1.040,0.885,0.855,0.930
122,0.848,0.851,0.940,1.370,1.241,1.375,1.375,0.882,0.929,0.872,0.930
123,0.885,0.884,0.968,0.966,1.673,1.375,1.375,0.889,0.938,0.829,0.930
124,0.857,0.852,1.033,1.097,0.953,1.375,1.375,0.846,0.915,0.852,0.930
125,0.848,0.905,0.953,1.168,0.929,1.375,1.375,0.879,0.930,0.867,0.930
126,0.856,0.865,1.123,1.013,0.876,1.375,1.375,0.915,1.248,0.871,0.930
127,0.906,0.819,1.053,0.935,1.132,1.375,1.375,0.987,1.016,0.855,0.930
128,0.849,0.826,0.892,1.201,1.183,1.375,1.375,0.986,1.103,0.954,0.930
129,0.905,0.882,0.947,0.977,1.497,1.375,1.375,1.008,0.924,0.859,0.930
130,0.874,0.830,1.013,0.984,1.227,1.375,1.375,0.833,1.043,0.895,0.930
131,0.867,0.861,0.886,0.994,1.084,1.375,1.375,0.843,0.976,0.942,0.930
132,0.887,0.845,0.970,1.017,1.434,1.375,1.375,0.889,0.929,0.925,0.930
133,0.867,0.837,1.012,0.872,0.886,1.375,1.375,0.899,0.988,0.867,0.930
134,0.917,0.945,0.905,1.129,1.062,1.375,1.375,0.851,0.941,0.860,0.930
135,0.882,0.912,1.096,1.058,1.582,1.375,1.375,1.042,0.899,0.827,0.930
136,0.858,0.840,0.969,0.861,1.376,1.375,1.375,0.826,0.933,0.853,0.930
137,0.897,0.844,0.934,0.977,0.993,1.375,1.375,0.974,0.949,0.928,0.930
138,0.866,0.863,0.857,0.975,1.092,1.375,1.375,0.880,1.272,0.859,0.930
139,0.846,0.883,0.960,0.901,1.084,1.375,1.375,0.949,0.976,0.841,0.930
140,0.920,1.042,0.934,0.990,1.235,1.375,1.375,0.852,1.015,0.849,0.930
141,0.863,1.032,0.969,0.895,0.999,1.375,1.375,0.760,0.912,0.891,0.930
142,0.911,0.854,0.973,0.963,1.113,1.375,1.375,0.777,0.939,0.923,0.930
143,0.905,0.839,1.030,1.008,1.104,1.375,1.375,0.888,0.875,0.929,0.930
144,0.840,0.854,1.142,0.898,1.756,1.375,1.375,0.858,0.955,0.877,0.930
145,0.876,0.857,0.955,1.029,1.582,1.375,1.375,0.995,1.102,0.879,0.930
146,0.936,0.890,0.962,0.985,1.174,1.375,1.375,0.898,0.857,0.929,0.930
147,0.866,0.970,0.979,1.095,1.496,1.375,1.375,0.824,1.052,0.929,0.930
148,0.858,0.828,0.936,0.996,1.107,1.375,1.375,1.002,0.868,0.837,0.930
149,0.933,0.901,1.020,1.106,1.634,1.375,1.375,1.021,0.910,0.867,0.930
150,0.848,0.850,1.032,0.902,1.409,1.375,1.375,0.848,0.888,0.891,0.930
151,0.935,0.870,0.940,1.099,1.135,1.375,1.375,0.879,0.959,0.860,0.930
152,0.965,0.838,1.119,1.008,1.371,1.375,1.375,0.905,0.971,0.848,0.930
153,0.870,1.010,1.019,1.098,1.388,1.375,1.375,0.882,0.997,0.877,0.930
154,0.961,0.657,1.021,1.053,1.705,1.375,1.375,0.901,0.971,0.861,0.930
155,0.887,0.946,0.937,1.112,1.085,1.375,1.375,0.849,1.008,0.835,0.930
156,0.874,0.862,0.961,1.303,1.249,1.375,1.375,0.983,0.930,0.860,0.930
157,0.880,0.970,0.988,0.828,1.258,1.375,1.375,0.848,0.897,0.942,0.930
158,0.831,0.885,0.958,1.089,0.932,1.375,1.375,0.892,0.907,0.857,0.930
159,0.880,0.854,0.974,1.030,0.867,1.375,1.375,0.883,0.875,0.889,0.930
160,0.905,0.791,0.929,1.002,0.823,1.375,1.375,0.834,0.912,0.825,0.930
161,0.896,0.847,0.952,1.026,0.987,1.375,1.375,0.961,0.909,0.920,0.930
162,0.816,0.840,0.982,1.231,1.002,1.375,1.375,0.906,0.963,0.844,0.930
163,0.909,0.871,0.845,1.225,1.159,1.375,1.375,0.856,0.904,0.841,0.930
164,0.847,0.873,1.062,0.889,1.121,1.375,1.375,0.909,0.844,0.880,0.930
165,0.845,0.874,0.997,0.986,0.905,1.375,1.375,0.890,0.951,0.857,0.930
166,0.880,0.841,1.085,0.961,1.145,1.375,1.375,0.908,0.930,0.854,0.930
167,0.909,0.832,1.139,0.903,1.548,1.375,1.375,0.914,0.849,0.845,0.930
168,0.859,0.828,0.952,1.056,0.911,1.375,1.375,0.909,0.904,0.858,0.930
169,0.927,0.827,0.832,0.945,0.989,1.375,1.375,0.891,1.578,0.841,0.930
170,0.865,0.846,1.110,1.024,0.906,1.375,1.375,0.926,0.939,0.853,0.930
171,0.908,0.899,0.904,1.280,1.372,1.375,1.375,0.887,0.942,0.844,0.930
172,0.898,0.863,1.021,1.062,0.923,1.375,1.375,0.858,0.924,0.918,0.930
173,0.856,0.912,0.975,0.902,1.052,1.375,1.375,1.105,0.876,0.996,0.930
174,0.866,0.868,1.066,1.017,1.250,1.375,1.375,1.443,0.923,1.179,0.930
175,0.862,0.858,0.959,0.904,1.287,1.375,1.375,0.841,0.969,0.844,0.930
176,0.951,0.846,1.034,0.890,1.541,1.375,1.375,0.865,1.026,0.851,0.930
177,0.861,0.812,1.023,1.018,0.899,1.375,1.375,0.875,1.001,0.825,0.930
178,0.843,0.865,0.898,1.011,1.409,1.375,1.375,0.833,0.985,0.846,0.930
179,0.864,0.840,1.107,1.043,0.913,1.375,1.375,0.866,0.976,0.855,0.930
180,0.853,0.885,1.042,0.898,0.881,1.375,1.375,0.776,0.904,0.834,0.930
181,0.876,0.679,0.985,1.087,1.313,1.375,1.375,0.830,1.020,0.915,0.930
182,0.897,0.823,1.093,1.173,1.117,1.375,1.375,0.852,0.967,0.850,0.930
183,0.928,0.828,1.037,1.018,1.002,1.375,1.375,0.846,0.960,0.882,0.930
184,0.885,0.820,0.910,0.982,1.248,1.375,1.375,0.826,1.166,0.873,0.930
185,0.870,0.977,0.960,1.076,1.020,1.375,1.375,0.866,0.957,0.877,0.930
186,0.859,0.929,1.192,1.139,1.400,1.375,1.375,0.930,1.034,0.857,0.930
187,0.851,0.906,0.990,0.994,1.425,1.375,1.375,0.857,1.025,0.869,0.930
188,0.908,0.856,0.901,0.980,0.923,1.375,1.375,0.885,0.906,0.863,0.930
189,0.878,0.902,0.978,1.286,0.851,1.375,1.375,0.939,0.926,0.931,0.930
190,0.837,0.846,0.968,1.100,1.166,1.375,1.375,0.852,1.016,0.976,0.930
191,0.975,0.831,1.051,1.082,1.248,1.375,1.375,0.855,0.899,0.867,0.930
192,0.917,0.844,0.973,1.055,1.433,1.375,1.375,0.871,1.048,0.840,0.930
193,0.923,0.855,1.138,0.888,0.867,1.375,1.375,0.778,0.847,0.891,0.930
194,0.842,0.866,0.918,1.149,1.490,1.375,1.375,1.312,0.936,0.869,0.930
195,0.867,0.854,0.908,1.064,0.990,1.375,1.375,0.869,0.963,0.858,0.930
196,0.848,0.901,0.954,1.571,1.117,1.375,1.375,0.839,1.366,0.887,0.930
197,0.945,0.798,1.019,1.005,0.911,1.375,1.375,0.990,0.935,0.883,0.930
198,0.852,0.934,0.921,1.103,1.043,1.375,1.375,0.894,0.948,0.866,0.930
199,0.842,0.849,1.030,1.054,1.375,1.375,1.375,0.828,0.967,0.930,0.930
