,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,0.869,0.906,0.865,1.355,0.942,0.886,0.886,0.846,0.900,0.860,0.908
1,0.902,0.824,0.952,1.093,0.956,0.886,0.886,0.834,0.843,0.863,0.908
2,0.847,0.806,1.016,0.991,1.112,0.886,0.886,0.842,0.921,0.856,0.908
3,0.908,0.837,1.078,1.142,1.495,0.886,0.886,1.283,0.879,0.844,0.908
4,0.889,0.915,0.947,1.075,1.009,0.886,0.886,1.184,0.965,0.850,0.908
5,0.875,0.854,0.981,0.930,1.081,0.886,0.886,1.056,0.951,0.928,0.908
6,0.898,0.837,1.038,0.860,0.941,0.886,0.886,0.914,1.023,0.826,0.908
7,0.865,0.875,1.090,0.920,1.206,0.886,0.886,0.798,0.996,0.908,0.908
8,0.885,0.845,0.989,1.150,0.958,0.886,0.886,0.792,0.919,0.939,0.908
9,0.919,0.832,1.023,0.952,0.950,0.886,0.886,0.880,0.891,0.856,0.908
10,0.798,0.855,1.107,0.888,0.888,0.886,0.886,0.943,0.855,0.848,0.908
11,0.855,0.920,0.901,0.925,0.895,0.886,0.886,0.934,0.881,0.973,0.908
12,0.910,0.868,0.995,1.132,0.929,0.886,0.886,0.837,1.038,0.851,0.908
13,0.900,0.882,0.978,0.964,1.040,0.886,0.886,0.858,0.941,0.856,0.908
14,0.854,0.859,1.081,0.983,1.009,0.886,0.886,1.051,0.927,1.015,0.908
15,0.873,0.927,1.072,1.212,1.110,0.886,0.886,1.072,0.928,0.852,0.908
16,0.856,0.911,1.058,1.003,1.240,0.886,0.886,1.181,0.884,0.804,0.908
17,0.871,0.946,1.030,1.021,0.956,0.886,0.886,0.875,0.972,0.855,0.908
18,0.912,0.912,0.923,1.052,1.008,0.886,0.886,0.932,0.861,0.852,0.908
19,0.873,0.834,0.943,1.011,0.884,0.886,0.886,0.932,1.091,0.751,0.908
20,0.877,0.882,0.987,1.062,0.919,0.886,0.886,0.899,1.034,0.828,0.908
21,0.939,0.833,1.031,1.058,1.015,0.886,0.886,0.983,0.977,0.868,0.908
22,0.848,0.839,0.888,0.907,0.929,0.886,0.886,0.944,0.941,0.891,0.908
23,0.919,0.931,0.988,1.026,1.033,0.886,0.886,0.879,1.019,0.887,0.908
24,0.894,0.849,1.078,1.214,0.941,0.886,0.886,0.852,0.959,0.936,0.908
25,0.872,0.883,0.915,1.047,1.274,0.886,0.886,0.878,1.219,0.854,0.908
26,0.892,0.854,0.999,1.099,1.346,0.886,0.886,0.992,0.969,0.858,0.908
27,0.849,0.826,0.949,0.980,0.938,0.886,0.886,0.879,0.909,0.852,0.908
28,0.862,0.841,1.394,0.954,0.910,0.886,0.886,0.923,0.941,0.911,0.908
29,0.818,0.913,0.999,1.042,0.963,0.886,0.886,0.887,1.021,0.856,0.908
30,0.883,0.869,1.040,0.931,1.028,0.886,0.886,0.895,0.980,0.867,0.908
31,0.855,0.823,0.961,0.936,0.989,0.886,0.886,0.795,1.059,0.826,0.908
32,0.855,0.892,0.940,1.014,0.903,0.886,0.886,0.887,0.956,0.940,0.908
