,0,1,2,3
100206.txt,-inf,-inf,-inf,-inf
100610.txt,-inf,-inf,-inf,-inf
101006.txt,-inf,-inf,-inf,-inf
101107.txt,-inf,-inf,-inf,-inf
101309.txt,-inf,-inf,-inf,-inf
101915.txt,-inf,-inf,-inf,-inf
102008.txt,-inf,-inf,-inf,-inf
102109.txt,-inf,-inf,-inf,-inf
102311.txt,-inf,-inf,-inf,-inf
102513.txt,-inf,-inf,-inf,-inf
102614.txt,-inf,-inf,-inf,-inf
102715.txt,-inf,-inf,-inf,-inf
103010.txt,-inf,-inf,-inf,-inf
103111.txt,-inf,-inf,-inf,-inf
103212.txt,-inf,-inf,-inf,-inf
104012.txt,-inf,-inf,-inf,-inf
104416.txt,-inf,-inf,-inf,-inf
104820.txt,-inf,-inf,-inf,-inf
105014.txt,-inf,-inf,-inf,-inf
105620.txt,-inf,-inf,-inf,-inf
105923.txt,-inf,-inf,-inf,-inf
106016.txt,-inf,-inf,-inf,-inf
106521.txt,-inf,-inf,-inf,-inf
106824.txt,-inf,-inf,-inf,-inf
107018.txt,-inf,-inf,-inf,-inf
107321.txt,-inf,-inf,-inf,-inf
107422.txt,-inf,-inf,-inf,-inf
107725.txt,-inf,-inf,-inf,-inf
108020.txt,-inf,-inf,-inf,-inf
108121.txt,-inf,-inf,-inf,-inf
108222.txt,-inf,-inf,-inf,-inf
108323.txt,-inf,-inf,-inf,-inf
108525.txt,-inf,-inf,-inf,-inf
108828.txt,-inf,-inf,-inf,-inf
109123.txt,-inf,-inf,-inf,-inf
109325.txt,-inf,-inf,-inf,-inf
109830.txt,-inf,-inf,-inf,-inf
110007.txt,-inf,-inf,-inf,-inf
110613.txt,-inf,-inf,-inf,-inf
111211.txt,-inf,-inf,-inf,-inf
111413.txt,-inf,-inf,-inf,-inf
111716.txt,-inf,-inf,-inf,-inf
112112.txt,-inf,-inf,-inf,-inf
112314.txt,-inf,-inf,-inf,-inf
112516.txt,-inf,-inf,-inf,-inf
112920.txt,-inf,-inf,-inf,-inf
113316.txt,-inf,-inf,-inf,-inf
113922.txt,-inf,-inf,-inf,-inf
114217.txt,-inf,-inf,-inf,-inf
114318.txt,-inf,-inf,-inf,-inf
114419.txt,-inf,-inf,-inf,-inf
114621.txt,-inf,-inf,-inf,-inf
114823.txt,-inf,-inf,-inf,-inf
115017.txt,-inf,-inf,-inf,-inf
115219.txt,-inf,-inf,-inf,-inf
115724.txt,-inf,-inf,-inf,-inf
115825.txt,-inf,-inf,-inf,-inf
116524.txt,-inf,-inf,-inf,-inf
116726.txt,-inf,-inf,-inf,-inf
117021.txt,-inf,-inf,-inf,-inf
117930.txt,-inf,-inf,-inf,-inf
118023.txt,-inf,-inf,-inf,-inf
118124.txt,-inf,-inf,-inf,-inf
118225.txt,-inf,-inf,-inf,-inf
118528.txt,-inf,-inf,-inf,-inf
118831.txt,-inf,-inf,-inf,-inf
119025.txt,-inf,-inf,-inf,-inf
119126.txt,-inf,-inf,-inf,-inf
120414.txt,-inf,-inf,-inf,-inf
120515.txt,-inf,-inf,-inf,-inf
120717.txt,-inf,-inf,-inf,-inf
121416.txt,-inf,-inf,-inf,-inf
121618.txt,-inf,-inf,-inf,-inf
121921.txt,-inf,-inf,-inf,-inf
122317.txt,-inf,-inf,-inf,-inf
122620.txt,-inf,-inf,-inf,-inf
122822.txt,-inf,-inf,-inf,-inf
123420.txt,-inf,-inf,-inf,-inf
123521.txt,-inf,-inf,-inf,-inf
123723.txt,-inf,-inf,-inf,-inf
123824.txt,-inf,-inf,-inf,-inf
123925.txt,-inf,-inf,-inf,-inf
124220.txt,-inf,-inf,-inf,-inf
124624.txt,-inf,-inf,-inf,-inf
124826.txt,-inf,-inf,-inf,-inf
125222.txt,-inf,-inf,-inf,-inf
125424.txt,-inf,-inf,-inf,-inf
126426.txt,-inf,-inf,-inf,-inf
126628.txt,-inf,-inf,-inf,-inf
127226.txt,-inf,-inf,-inf,-inf
127327.txt,-inf,-inf,-inf,-inf
127630.txt,-inf,-inf,-inf,-inf
127731.txt,-inf,-inf,-inf,-inf
127832.txt,-inf,-inf,-inf,-inf
128026.txt,-inf,-inf,-inf,-inf
128127.txt,-inf,-inf,-inf,-inf
128935.txt,-inf,-inf,-inf,-inf
129129.txt,-inf,-inf,-inf,-inf
129331.txt,-inf,-inf,-inf,-inf
129634.txt,-inf,-inf,-inf,-inf
130114.txt,-inf,-inf,-inf,-inf
130316.txt,-inf,-inf,-inf,-inf
130417.txt,-inf,-inf,-inf,-inf
130518.txt,-inf,-inf,-inf,-inf
130619.txt,-inf,-inf,-inf,-inf
130720.txt,-inf,-inf,-inf,-inf
130821.txt,-inf,-inf,-inf,-inf
131217.txt,-inf,-inf,-inf,-inf
131419.txt,-inf,-inf,-inf,-inf
131722.txt,-inf,-inf,-inf,-inf
131823.txt,-inf,-inf,-inf,-inf
132017.txt,-inf,-inf,-inf,-inf
132118.txt,-inf,-inf,-inf,-inf
133019.txt,-inf,-inf,-inf,-inf
134021.txt,-inf,-inf,-inf,-inf
134223.txt,-inf,-inf,-inf,-inf
134425.txt,-inf,-inf,-inf,-inf
134627.txt,-inf,-inf,-inf,-inf
134728.txt,-inf,-inf,-inf,-inf
134829.txt,-inf,-inf,-inf,-inf
135124.txt,-inf,-inf,-inf,-inf
135225.txt,-inf,-inf,-inf,-inf
135528.txt,-inf,-inf,-inf,-inf
135629.txt,-inf,-inf,-inf,-inf
135730.txt,-inf,-inf,-inf,-inf
136126.txt,-inf,-inf,-inf,-inf
136227.txt,-inf,-inf,-inf,-inf
136631.txt,-inf,-inf,-inf,-inf
136732.txt,-inf,-inf,-inf,-inf
137027.txt,-inf,-inf,-inf,-inf
137229.txt,-inf,-inf,-inf,-inf
137431.txt,-inf,-inf,-inf,-inf
137532.txt,-inf,-inf,-inf,-inf
137633.txt,-inf,-inf,-inf,-inf
137936.txt,-inf,-inf,-inf,-inf
138130.txt,-inf,-inf,-inf,-inf
138332.txt,-inf,-inf,-inf,-inf
138837.txt,-inf,-inf,-inf,-inf
139233.txt,-inf,-inf,-inf,-inf
139435.txt,-inf,-inf,-inf,-inf
139839.txt,-inf,-inf,-inf,-inf
140117.txt,-inf,-inf,-inf,-inf
140319.txt,-inf,-inf,-inf,-inf
140824.txt,-inf,-inf,-inf,-inf
140925.txt,-inf,-inf,-inf,-inf
141119.txt,-inf,-inf,-inf,-inf
141422.txt,-inf,-inf,-inf,-inf
141826.txt,-inf,-inf,-inf,-inf
143224.txt,-inf,-inf,-inf,-inf
143426.txt,-inf,-inf,-inf,-inf
143830.txt,-inf,-inf,-inf,-inf
144125.txt,-inf,-inf,-inf,-inf
144731.txt,-inf,-inf,-inf,-inf
144832.txt,-inf,-inf,-inf,-inf
144933.txt,-inf,-inf,-inf,-inf
145127.txt,-inf,-inf,-inf,-inf
145632.txt,-inf,-inf,-inf,-inf
145834.txt,-inf,-inf,-inf,-inf
146129.txt,-inf,-inf,-inf,-inf
146331.txt,-inf,-inf,-inf,-inf
146432.txt,-inf,-inf,-inf,-inf
146533.txt,-inf,-inf,-inf,-inf
146735.txt,-inf,-inf,-inf,-inf
146836.txt,-inf,-inf,-inf,-inf
146937.txt,-inf,-inf,-inf,-inf
147030.txt,-inf,-inf,-inf,-inf
147636.txt,-inf,-inf,-inf,-inf
147737.txt,-inf,-inf,-inf,-inf
148133.txt,-inf,-inf,-inf,-inf
148335.txt,-inf,-inf,-inf,-inf
148436.txt,-inf,-inf,-inf,-inf
148840.txt,-inf,-inf,-inf,-inf
148941.txt,-inf,-inf,-inf,-inf
149236.txt,-inf,-inf,-inf,-inf
149741.txt,-inf,-inf,-inf,-inf
149842.txt,-inf,-inf,-inf,-inf
150625.txt,-inf,-inf,-inf,-inf
150726.txt,-inf,-inf,-inf,-inf
150928.txt,-inf,-inf,-inf,-inf
151324.txt,-inf,-inf,-inf,-inf
151425.txt,-inf,-inf,-inf,-inf
151728.txt,-inf,-inf,-inf,-inf
151829.txt,-inf,-inf,-inf,-inf
151930.txt,-inf,-inf,-inf,-inf
152225.txt,-inf,-inf,-inf,-inf
152427.txt,-inf,-inf,-inf,-inf
152831.txt,-inf,-inf,-inf,-inf
153025.txt,-inf,-inf,-inf,-inf
153126.txt,-inf,-inf,-inf,-inf
153227.txt,-inf,-inf,-inf,-inf
153631.txt,-inf,-inf,-inf,-inf
153732.txt,-inf,-inf,-inf,-inf
153833.txt,-inf,-inf,-inf,-inf
153934.txt,-inf,-inf,-inf,-inf
154229.txt,-inf,-inf,-inf,-inf
154330.txt,-inf,-inf,-inf,-inf
154532.txt,-inf,-inf,-inf,-inf
154734.txt,-inf,-inf,-inf,-inf
154835.txt,-inf,-inf,-inf,-inf
154936.txt,-inf,-inf,-inf,-inf
155635.txt,-inf,-inf,-inf,-inf
155938.txt,-inf,-inf,-inf,-inf
156031.txt,-inf,-inf,-inf,-inf
156435.txt,-inf,-inf,-inf,-inf
156536.txt,-inf,-inf,-inf,-inf
157437.txt,-inf,-inf,-inf,-inf
157942.txt,-inf,-inf,-inf,-inf
158136.txt,-inf,-inf,-inf,-inf
158338.txt,-inf,-inf,-inf,-inf
158843.txt,-inf,-inf,-inf,-inf
159138.txt,-inf,-inf,-inf,-inf
159340.txt,-inf,-inf,-inf,-inf
159441.txt,-inf,-inf,-inf,-inf
159744.txt,-inf,-inf,-inf,-inf
160729.txt,-inf,-inf,-inf,-inf
160830.txt,-inf,-inf,-inf,-inf
161630.txt,-inf,-inf,-inf,-inf
161832.txt,-inf,-inf,-inf,-inf
162026.txt,-inf,-inf,-inf,-inf
162228.txt,-inf,-inf,-inf,-inf
162733.txt,-inf,-inf,-inf,-inf
162935.txt,-inf,-inf,-inf,-inf
163129.txt,-inf,-inf,-inf,-inf
163331.txt,-inf,-inf,-inf,-inf
163836.txt,-inf,-inf,-inf,-inf
164030.txt,-inf,-inf,-inf,-inf
164131.txt,-inf,-inf,-inf,-inf
164636.txt,-inf,-inf,-inf,-inf
164939.txt,-inf,-inf,-inf,-inf
165032.txt,-inf,-inf,-inf,-inf
165436.txt,-inf,-inf,-inf,-inf
165638.txt,-inf,-inf,-inf,-inf
165941.txt,-inf,-inf,-inf,-inf
166438.txt,-inf,-inf,-inf,-inf
166640.txt,-inf,-inf,-inf,-inf
167036.txt,-inf,-inf,-inf,-inf
167238.txt,-inf,-inf,-inf,-inf
167440.txt,-inf,-inf,-inf,-inf
168139.txt,-inf,-inf,-inf,-inf
168240.txt,-inf,-inf,-inf,-inf
168341.txt,-inf,-inf,-inf,-inf
168745.txt,-inf,-inf,-inf,-inf
168947.txt,-inf,-inf,-inf,-inf
169040.txt,-inf,-inf,-inf,-inf
169444.txt,-inf,-inf,-inf,-inf
169545.txt,-inf,-inf,-inf,-inf
169949.txt,-inf,-inf,-inf,-inf
170631.txt,-inf,-inf,-inf,-inf
171330.txt,-inf,-inf,-inf,-inf
171532.txt,-inf,-inf,-inf,-inf
171633.txt,-inf,-inf,-inf,-inf
172029.txt,-inf,-inf,-inf,-inf
172130.txt,-inf,-inf,-inf,-inf
172433.txt,-inf,-inf,-inf,-inf
172534.txt,-inf,-inf,-inf,-inf
172938.txt,-inf,-inf,-inf,-inf
173334.txt,-inf,-inf,-inf,-inf
173435.txt,-inf,-inf,-inf,-inf
173536.txt,-inf,-inf,-inf,-inf
173637.txt,-inf,-inf,-inf,-inf
173738.txt,-inf,-inf,-inf,-inf
173839.txt,-inf,-inf,-inf,-inf
173940.txt,-inf,-inf,-inf,-inf
174841.txt,-inf,-inf,-inf,-inf
175035.txt,-inf,-inf,-inf,-inf
175136.txt,-inf,-inf,-inf,-inf
175237.txt,-inf,-inf,-inf,-inf
175338.txt,-inf,-inf,-inf,-inf
175540.txt,-inf,-inf,-inf,-inf
175742.txt,-inf,-inf,-inf,-inf
176037.txt,-inf,-inf,-inf,-inf
176239.txt,-inf,-inf,-inf,-inf
176441.txt,-inf,-inf,-inf,-inf
176744.txt,-inf,-inf,-inf,-inf
176845.txt,-inf,-inf,-inf,-inf
177140.txt,-inf,-inf,-inf,-inf
177241.txt,-inf,-inf,-inf,-inf
177645.txt,-inf,-inf,-inf,-inf
178142.txt,-inf,-inf,-inf,-inf
178243.txt,-inf,-inf,-inf,-inf
178647.txt,-inf,-inf,-inf,-inf
178748.txt,-inf,-inf,-inf,-inf
178849.txt,-inf,-inf,-inf,-inf
178950.txt,-inf,-inf,-inf,-inf
179245.txt,-inf,-inf,-inf,-inf
179346.txt,-inf,-inf,-inf,-inf
180129.txt,-inf,-inf,-inf,-inf
180230.txt,-inf,-inf,-inf,-inf
180432.txt,-inf,-inf,-inf,-inf
180533.txt,-inf,-inf,-inf,-inf
180735.txt,-inf,-inf,-inf,-inf
180836.txt,-inf,-inf,-inf,-inf
180937.txt,-inf,-inf,-inf,-inf
181131.txt,-inf,-inf,-inf,-inf
181232.txt,-inf,-inf,-inf,-inf
181636.txt,-inf,-inf,-inf,-inf
182032.txt,-inf,-inf,-inf,-inf
182436.txt,-inf,-inf,-inf,-inf
183034.txt,-inf,-inf,-inf,-inf
185038.txt,-inf,-inf,-inf,-inf
185341.txt,-inf,-inf,-inf,-inf
185442.txt,-inf,-inf,-inf,-inf
185846.txt,-inf,-inf,-inf,-inf
185947.txt,-inf,-inf,-inf,-inf
186040.txt,-inf,-inf,-inf,-inf
186141.txt,-inf,-inf,-inf,-inf
186444.txt,-inf,-inf,-inf,-inf
