,0,1,2,3
100206.txt,-53.60273270140185,-56.18363635673501,-51.528649406718735,-57.67465852630167
100610.txt,-55.44953503638866,-54.05556532774657,-55.241794629844506,-54.112669083905324
101006.txt,-55.57160950876496,-57.78300946166984,-55.98822659459979,-55.91527723304981
101107.txt,-49.291270748530636,-52.78079077163883,-55.0822928622609,-54.55117158081366
101309.txt,-56.77526571385463,-57.78380070414787,-55.20415282322981,-56.1216122141588
101915.txt,-50.24658370114406,-51.42887296846812,-57.799612700683454,-55.543804922806665
102008.txt,-51.05679956241921,-52.62411943837207,-54.67100163494649,-54.99100807782462
102109.txt,-50.225593188398896,-47.0870654909465,-51.411105928547386,-52.048707878480045
102311.txt,-49.578547445528145,-53.462646513497134,-52.649888369758834,-49.924579642460515
102513.txt,-55.86897384621016,-56.189398018025614,-60.50339040445203,-60.64972493172498
102614.txt,-58.20838087129911,-57.998348730541295,-58.87605924499786,-58.919931738768994
102715.txt,-56.9153105110122,-55.978412056714006,-59.05494156114114,-58.51793768552545
103010.txt,-53.93023022698739,-54.9620947755984,-55.7806599784357,-54.58776485050392
103111.txt,-58.673488620412705,-58.856685173915345,-58.66288681833561,-61.093588881226154
103212.txt,-54.17111494128053,-56.37397436045887,-60.71065803881442,-57.01927525455164
104012.txt,-58.93744785842823,-57.916647853980976,-58.01943015915674,-58.537500158736464
104416.txt,-54.26596951080402,-49.99636243821524,-54.08369821310008,-54.72702420312225
104820.txt,-53.730571352277266,-55.4607161348901,-56.189764963379545,-52.82816692533768
105014.txt,-57.519280211113134,-54.10925225000672,-54.728895234657514,-57.19867368456346
105620.txt,-56.969893456399234,-57.12463136713522,-58.02056180433762,-57.114671996337336
105923.txt,-53.37950495862557,-54.70006838355274,-54.926606000298804,-49.64755074834134
106016.txt,-55.605366155387166,-56.352413451006335,-58.979890923748634,-58.78424279031513
106521.txt,-60.826667906112306,-60.94884535339811,-59.6855934346369,-55.992292652352454
106824.txt,-54.103420092408356,-57.283263888056005,-55.47584762072064,-55.569028883947624
107018.txt,-51.1380483316824,-57.898140330898826,-48.167587498368164,-57.573427642880795
107321.txt,-56.73741681844943,-59.56930037716087,-58.449420053642186,-55.037116852405305
107422.txt,-51.22415648074216,-53.19397639359612,-56.22696934801245,-51.33884455097753
107725.txt,-55.139568479176475,-57.07994473188305,-60.444651989622606,-57.643393338402916
108020.txt,-53.556728650902905,-57.498671812368165,-55.48602148459582,-54.624898520936306
108121.txt,-56.633055529615156,-56.03206494716343,-55.19517552072504,-54.80569710469659
