,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.22,0.86,2.98,16.27,10.67,6.31,4.24,0.02
DCC_joint,,0.22,,0.93,3.85,23.49,16.16,8.79,5.59,-0.25
DCC_bivariate_loop,,0.86,0.93,,3.04,22.90,15.41,7.99,4.80,-1.08
SW_cross_validated,,2.98,3.85,3.04,,17.78,10.42,4.30,1.63,-3.73
SW_15,,16.27,23.49,22.90,17.78,,-10.18,-14.52,-15.98,-21.18
SW_30,,10.67,16.16,15.41,10.42,-10.18,,-6.22,-8.47,-14.35
SW_60,,6.31,8.79,7.99,4.30,-14.52,-6.22,,-2.55,-8.12
SW_120,,4.24,5.59,4.80,1.63,-15.98,-8.47,-2.55,,-5.31
sFC,,0.02,-0.25,-1.08,-3.73,-21.18,-14.35,-8.12,-5.31,
