,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.28,-7.01,6.04,29.31,20.68,5.79,11.27,1.53
DCC_joint,,-1.28,,-5.31,6.20,27.99,18.36,5.96,10.46,2.36
DCC_bivariate_loop,,-7.01,-5.31,,9.97,29.41,20.50,9.85,13.88,7.70
SW_cross_validated,,6.04,6.20,9.97,,20.98,9.07,-0.43,2.60,-5.01
SW_15,,29.31,27.99,29.41,20.98,,-15.42,-21.76,-20.56,-28.22
SW_30,,20.68,18.36,20.50,9.07,-15.42,,-9.91,-7.52,-18.78
SW_60,,5.79,5.96,9.85,-0.43,-21.76,-9.91,,3.18,-4.71
SW_120,,11.27,10.46,13.88,2.60,-20.56,-7.52,3.18,,-9.76
sFC,,1.53,2.36,7.70,-5.01,-28.22,-18.78,-4.71,-9.76,
