,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.1163e-15,2.5271e-07,4.8822e-12,8.9204e-17,1.8834e-14,1.0112e-11,3.8554e-17,9.1067e-20
DCC_joint,,7.1163e-15,,1.0595e-10,1.1166e-04,2.5961e-10,4.6873e-01,2.3891e-06,1.4228e-07,1.5205e-11
DCC_bivariate_loop,,2.5271e-07,1.0595e-10,,6.5542e-07,1.9168e-14,3.4736e-10,5.0958e-06,5.9312e-14,2.1166e-16
SW_cross_validated,,4.8822e-12,1.1166e-04,6.5542e-07,,8.0287e-12,5.8737e-04,1.7658e-01,3.8291e-10,5.9895e-13
SW_15,,8.9204e-17,2.5961e-10,1.9168e-14,8.0287e-12,,1.6189e-10,1.3129e-12,4.9583e-06,6.3963e-05
SW_30,,1.8834e-14,4.6873e-01,3.4736e-10,5.8737e-04,1.6189e-10,,1.2954e-05,5.8610e-08,1.1279e-11
SW_60,,1.0112e-11,2.3891e-06,5.0958e-06,1.7658e-01,1.3129e-12,1.2954e-05,,2.2445e-11,2.3045e-14
SW_120,,3.8554e-17,1.4228e-07,5.9312e-14,3.8291e-10,4.9583e-06,5.8610e-08,2.2445e-11,,2.0157e-03
sFC,,9.1067e-20,1.5205e-11,2.1166e-16,5.9895e-13,6.3963e-05,1.1279e-11,2.3045e-14,2.0157e-03,
