,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.0096e-12,5.0262e-03,4.6485e-05,1.3765e-16,2.9564e-13,3.7054e-09,1.3748e-06,2.2898e-20
DCC_joint,,2.0096e-12,,1.1424e-10,1.8487e-06,1.2509e-11,1.0846e-02,1.7743e-04,2.0837e-07,2.0106e-15
DCC_bivariate_loop,,5.0262e-03,1.1424e-10,,9.5222e-03,1.0634e-15,9.3221e-12,6.7245e-07,7.9808e-04,2.7520e-19
SW_cross_validated,,4.6485e-05,1.8487e-06,9.5222e-03,,5.1864e-13,5.6453e-08,7.9706e-03,7.3042e-01,4.6111e-15
SW_15,,1.3765e-16,1.2509e-11,1.0634e-15,5.1864e-13,,4.6400e-10,5.1210e-13,4.1571e-14,2.7194e-01
SW_30,,2.9564e-13,1.0846e-02,9.3221e-12,5.6453e-08,4.6400e-10,,1.2311e-06,5.2357e-09,1.7616e-13
SW_60,,3.7054e-09,1.7743e-04,6.7245e-07,7.9706e-03,5.1210e-13,1.2311e-06,,5.2057e-03,3.6540e-16
SW_120,,1.3748e-06,2.0837e-07,7.9808e-04,7.3042e-01,4.1571e-14,5.2357e-09,5.2057e-03,,3.4360e-17
sFC,,2.2898e-20,2.0106e-15,2.7520e-19,4.6111e-15,2.7194e-01,1.7616e-13,3.6540e-16,3.4360e-17,
