,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.20,2.61,7.66,46.59,21.77,13.06,7.95,2.27
DCC_joint,,2.20,,0.84,4.43,36.87,17.81,10.13,6.06,0.09
DCC_bivariate_loop,,2.61,0.84,,2.64,28.15,14.25,7.85,4.73,0.76
SW_cross_validated,,7.66,4.43,2.64,,34.94,14.85,6.86,3.20,4.27
SW_15,,46.59,36.87,28.15,34.94,,12.96,20.29,18.90,36.22
SW_30,,21.77,17.81,14.25,14.85,12.96,,6.58,7.78,17.54
SW_60,,13.06,10.13,7.85,6.86,20.29,6.58,,2.15,9.95
SW_120,,7.95,6.06,4.73,3.20,18.90,7.78,2.15,,5.95
sFC,,2.27,0.09,0.76,4.27,36.22,17.54,9.95,5.95,
