,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.09,4.67,9.41,45.78,28.39,19.17,14.35,3.14
DCC_joint,,3.09,,1.78,6.51,46.17,27.19,17.24,12.03,-0.07
DCC_bivariate_loop,,4.67,1.78,,4.24,42.57,24.52,14.78,9.75,-1.93
SW_cross_validated,,9.41,6.51,4.24,,47.16,24.62,13.08,7.02,-6.99
SW_15,,45.78,46.17,42.57,47.16,,-17.35,-30.37,-35.88,-48.81
SW_30,,28.39,27.19,24.52,24.62,-17.35,,-11.24,-16.43,-28.56
SW_60,,19.17,17.24,14.78,13.08,-30.37,-11.24,,-5.47,-18.21
SW_120,,14.35,12.03,9.75,7.02,-35.88,-16.43,-5.47,,-12.72
sFC,,3.14,-0.07,-1.93,-6.99,-48.81,-28.56,-18.21,-12.72,
