,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.14,0.69,,3.35,1.43,0.57,0.88,9.51
SVWP,0.14,,0.56,,1.88,0.70,0.18,0.37,5.09
DCC_joint,0.69,0.56,,,6.81,3.74,2.24,2.75,29.37
SW_cross_validated,,,,,,,,,
SW_15,3.35,1.88,6.81,,,2.90,4.22,3.67,9.67
SW_30,1.43,0.70,3.74,,2.90,,1.35,0.82,15.06
SW_60,0.57,0.18,2.24,,4.22,1.35,,0.50,17.63
SW_120,0.88,0.37,2.75,,3.67,0.82,0.50,,16.12
sFC,9.51,5.09,29.37,,9.67,15.06,17.63,16.12,
