,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.00,1.58,,8.32,4.71,2.98,3.39,1.50
SVWP,0.00,,1.58,,8.32,4.70,2.97,3.39,1.50
DCC_joint,1.58,1.58,,,9.66,6.04,4.37,4.83,0.52
SW_cross_validated,,,,,,,,,
SW_15,8.32,8.32,9.66,,,3.38,5.18,4.95,10.19
SW_30,4.71,4.70,6.04,,3.38,,1.73,1.45,6.35
SW_60,2.98,2.97,4.37,,5.18,1.73,,0.31,4.58
SW_120,3.39,3.39,4.83,,4.95,1.45,0.31,,5.13
sFC,1.50,1.50,0.52,,10.19,6.35,4.58,5.13,
