,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.34,1.17,0.56,1.90,0.07,0.51,1.58,0.62
DCC_joint,,1.34,,0.53,1.29,2.19,0.32,0.28,2.37,0.95
DCC_bivariate_loop,,1.17,0.53,,1.34,2.26,0.55,0.62,2.12,0.92
SW_cross_validated,,0.56,1.29,1.34,,1.60,0.35,0.84,0.78,0.91
SW_15,,1.90,2.19,2.26,1.60,,1.63,2.02,1.23,2.04
SW_30,,0.07,0.32,0.55,0.35,1.63,,0.17,0.87,0.10
SW_60,,0.51,0.28,0.62,0.84,2.02,0.17,,1.69,0.18
SW_120,,1.58,2.37,2.12,0.78,1.23,0.87,1.69,,1.99
sFC,,0.62,0.95,0.92,0.91,2.04,0.10,0.18,1.99,
