,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.5262,0.4144,0.003,0.0000,0.0000,0.0000,0.0000,0.4191
DCC_joint,nan,-2.7011,-,1.,1.,0.0000,0.0000,0.0001,0.0248,1.
DCC_bivariate_loop,nan,-2.813,-0.0573,-,1.,0.0000,0.0000,0.0001,0.0251,1.
SW_cross_validated,nan,-5.0535,-2.2554,-2.2251,-,0.0000,0.0000,0.1076,1.,1.
SW_15,nan,-24.134,-17.9275,-18.0916,-14.3717,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-22.3079,-13.5096,-13.6997,-9.3482,9.2767,-,0.0000,0.0000,0.0000
SW_60,nan,-12.3941,-6.7219,-6.7698,-3.4298,15.1193,9.4203,-,0.855,0.0000
SW_120,nan,-8.0538,-4.0895,-4.0842,-1.3436,15.4328,10.1299,2.4698,-,0.0158
sFC,nan,-2.8077,0.0246,0.0843,2.348,18.6312,14.3631,7.1168,4.2917,-
