,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.84,1.02,0.45,0.66,0.22,0.34,4.15,4.33
DCC_joint,,1.84,,1.97,2.87,2.15,4.89,4.15,6.04,7.85
DCC_bivariate_loop,,1.02,1.97,,1.15,0.59,2.89,1.84,8.07,10.26
SW_cross_validated,,0.45,2.87,1.15,,0.41,1.39,0.29,8.06,9.50
SW_15,,0.66,2.15,0.59,0.41,,1.71,0.74,6.73,7.68
SW_30,,0.22,4.89,2.89,1.39,1.71,,1.47,11.17,14.00
SW_60,,0.34,4.15,1.84,0.29,0.74,1.47,,11.74,16.90
SW_120,,4.15,6.04,8.07,8.06,6.73,11.17,11.74,,0.29
sFC,,4.33,7.85,10.26,9.50,7.68,14.00,16.90,0.29,
