,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-0.14,0.21,7.82,4.59,1.82,0.85,-1.43
DCC_bivariate_loop,,,-0.14,,0.39,8.09,4.86,1.99,1.03,-1.29
SW_cross_validated,,,0.21,0.39,,10.29,6.90,2.12,0.97,-2.33
SW_15,,,7.82,8.09,10.29,,-5.14,-6.02,-9.01,-11.08
SW_30,,,4.59,4.86,6.90,-5.14,,-2.42,-5.32,-8.05
SW_60,,,1.82,1.99,2.12,-6.02,-2.42,,-1.37,-3.62
SW_120,,,0.85,1.03,0.97,-9.01,-5.32,-1.37,,-3.00
sFC,,,-1.43,-1.29,-2.33,-11.08,-8.05,-3.62,-3.00,
