,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,-20.51,-37.55,-6.80,-18.13,-37.20,-20.73,1.26
DCC_bivariate_loop,,,-20.51,,-4.77,7.31,3.08,-4.07,-3.85,20.51
SW_cross_validated,,,-37.55,-4.77,,12.10,8.78,0.93,-0.38,36.57
SW_15,,,-6.80,7.31,12.10,,-4.95,-11.56,-9.97,7.05
SW_30,,,-18.13,3.08,8.78,-4.95,,-8.07,-6.62,18.14
SW_60,,,-37.20,-4.07,0.93,-11.56,-8.07,,-0.99,36.18
SW_120,,,-20.73,-3.85,-0.38,-9.97,-6.62,-0.99,,20.80
sFC,,,1.26,20.51,36.57,7.05,18.14,36.18,20.80,
