,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.45,-5.28,6.80,2.04,-1.71,-2.71,-9.24
DCC_bivariate_loop,,,0.45,,-5.94,6.79,1.71,-2.34,-3.21,-10.14
SW_cross_validated,,,-5.28,-5.94,,11.63,7.13,4.18,2.11,-3.48
SW_15,,,6.80,6.79,11.63,,-4.65,-9.43,-8.54,-16.03
SW_30,,,2.04,1.71,7.13,-4.65,,-3.96,-4.46,-11.16
SW_60,,,-1.71,-2.34,4.18,-9.43,-3.96,,-1.48,-8.45
SW_120,,,-2.71,-3.21,2.11,-8.54,-4.46,-1.48,,-5.46
sFC,,,-9.24,-10.14,-3.48,-16.03,-11.16,-8.45,-5.46,
