,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.46,2.18,8.52,5.94,4.56,2.64,0.66
DCC_bivariate_loop,,,0.46,,1.71,6.85,4.65,3.29,2.13,0.33
SW_cross_validated,,,2.18,1.71,,3.34,1.70,0.50,0.33,1.09
SW_15,,,8.52,6.85,3.34,,2.33,4.46,2.97,4.43
SW_30,,,5.94,4.65,1.70,2.33,,1.90,1.30,2.89
SW_60,,,4.56,3.29,0.50,4.46,1.90,,0.08,1.82
SW_120,,,2.64,2.13,0.33,2.97,1.30,0.08,,1.41
sFC,,,0.66,0.33,1.09,4.43,2.89,1.82,1.41,
