,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.03,0.69,4.29,11.15,7.43,4.92,3.81,1.45
SVWP,0.03,,0.66,4.32,11.18,7.47,4.95,3.84,1.43
DCC_joint,0.69,0.66,,5.01,11.85,8.16,5.65,4.50,0.73
SW_cross_validated,4.29,4.32,5.01,,7.25,3.25,0.58,0.32,6.02
SW_15,11.15,11.18,11.85,7.25,,4.15,6.82,7.27,13.16
SW_30,7.43,7.47,8.16,3.25,4.15,,2.73,3.43,9.34
SW_60,4.92,4.95,5.65,0.58,6.82,2.73,,0.88,6.72
SW_120,3.81,3.84,4.50,0.32,7.27,3.43,0.88,,5.44
sFC,1.45,1.43,0.73,6.02,13.16,9.34,6.72,5.44,
