,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.0117,0.0000,0.0018,0.0445,0.0016,0.0003,0.0006,0.3769
SVWP,0.0117,,0.0008,0.4242,0.0939,0.3874,0.0498,0.1254,0.0000
DCC_joint,0.0000,0.0008,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,0.0018,0.4242,0.0000,,0.0000,0.5480,0.0000,0.0000,0.0000
SW_15,0.0445,0.0939,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000
SW_30,0.0016,0.3874,0.0000,0.5480,0.0000,,0.0000,0.0000,0.0000
SW_60,0.0003,0.0498,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000
SW_120,0.0006,0.1254,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000
sFC,0.3769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
