,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.03,0.98,4.95,8.56,5.83,4.26,3.74,2.34
SVWP,0.03,,1.01,4.97,8.58,5.84,4.26,3.74,2.41
DCC_joint,0.98,1.01,,6.23,9.60,6.84,5.30,4.78,1.18
SW_cross_validated,4.95,4.97,6.23,,4.84,1.88,0.06,0.64,9.42
SW_15,8.56,8.58,9.60,4.84,,2.64,4.48,4.98,11.81
SW_30,5.83,5.84,6.84,1.88,2.64,,1.76,2.26,8.81
SW_60,4.26,4.26,5.30,0.06,4.48,1.76,,0.52,7.34
SW_120,3.74,3.74,4.78,0.64,4.98,2.26,0.52,,6.76
sFC,2.34,2.41,1.18,9.42,11.81,8.81,7.34,6.76,
