,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-2.54,-4.32,-3.15,-2.03,-3.17,-3.67,-3.48,0.87
SVWP,-2.54,,-3.39,-0.79,1.69,-0.86,-1.96,-1.53,8.12
DCC_joint,-4.32,-3.39,,27.10,63.07,33.99,21.07,26.54,275.39
SW_cross_validated,-3.15,-0.79,27.10,,22.48,-0.60,-11.48,-7.12,102.89
SW_15,-2.03,1.69,63.07,22.48,,-27.48,-41.76,-36.07,92.52
SW_30,-3.17,-0.86,33.99,-0.60,-27.48,,-13.47,-8.01,144.23
SW_60,-3.67,-1.96,21.07,-11.48,-41.76,-13.47,,5.55,186.74
SW_120,-3.48,-1.53,26.54,-7.12,-36.07,-8.01,5.55,,169.59
sFC,0.87,8.12,275.39,102.89,92.52,144.23,186.74,169.59,
