,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
67,0.826,0.831,0.957,1.181,1.353,0.872,0.921,0.857
68,0.780,0.931,0.923,0.904,1.597,0.844,1.061,0.826
69,0.894,0.915,1.026,1.014,1.283,0.858,0.985,0.842
70,0.805,0.935,1.029,1.081,0.769,0.834,0.929,0.869
71,0.845,0.948,1.113,1.083,1.071,0.804,1.213,0.865
72,0.851,0.919,1.016,0.948,1.143,0.854,0.962,0.877
73,0.860,0.787,0.952,1.209,1.466,0.849,0.966,0.984
74,0.853,0.841,0.913,1.212,1.166,0.728,0.987,0.824
75,0.842,0.831,0.967,0.929,1.217,0.851,0.897,0.864
76,0.950,1.096,1.081,1.088,1.836,0.851,0.840,0.879
77,0.856,0.823,1.138,0.840,1.098,0.740,0.929,0.856
78,0.857,0.824,1.044,1.037,0.835,0.967,0.910,0.836
79,0.858,0.813,0.881,1.126,0.916,0.841,1.170,0.859
80,0.953,1.007,0.956,1.196,1.998,0.765,0.982,0.840
81,0.894,0.815,0.907,1.099,1.380,0.849,0.929,0.829
82,0.954,1.158,1.069,1.171,1.002,0.842,0.950,0.862
83,0.821,0.864,0.940,1.327,1.787,0.876,0.997,0.836
84,0.871,0.904,0.936,1.368,0.984,0.806,0.980,0.872
85,0.868,0.862,0.931,1.025,1.290,0.887,0.926,0.936
86,0.867,0.828,0.978,1.047,0.967,0.789,0.947,0.838
87,0.824,0.888,1.068,0.896,0.858,0.835,0.881,0.822
88,0.876,0.882,1.004,1.231,0.936,0.796,0.926,0.829
89,0.878,0.885,0.882,1.044,1.410,0.742,0.924,0.831
90,0.887,0.810,0.961,0.933,1.222,0.857,1.012,0.841
91,0.782,0.843,1.044,0.953,1.088,0.832,0.958,0.822
92,0.849,0.871,1.158,1.108,1.500,0.884,0.922,0.851
93,0.830,0.815,0.924,1.233,1.594,0.885,0.962,0.846
94,0.873,0.864,0.917,1.155,1.393,0.842,0.977,0.834
95,0.956,0.779,0.905,1.089,0.999,0.845,0.918,0.838
96,0.875,0.809,0.968,1.331,1.073,0.846,0.940,0.828
97,0.913,0.747,1.135,1.316,1.108,0.864,0.913,0.858
98,0.833,0.853,1.307,0.979,0.818,0.897,0.900,0.845
99,0.839,0.869,0.937,0.942,1.462,0.859,1.062,0.798
100,0.852,0.884,1.027,1.182,1.180,0.870,0.886,0.866
101,0.989,0.831,0.846,1.051,1.081,0.709,0.914,0.850
102,0.890,1.115,0.928,1.300,0.769,0.844,0.935,0.835
103,0.870,0.872,1.070,1.181,1.027,0.851,1.090,0.844
104,0.865,0.887,1.002,1.242,1.301,0.855,0.926,0.872
105,0.856,1.073,0.945,1.027,1.087,0.857,1.207,0.922
106,0.851,0.895,0.968,1.025,1.005,0.867,1.025,0.854
107,0.912,0.980,1.097,1.023,1.475,0.865,1.124,0.863
108,0.860,0.872,1.008,1.015,1.539,0.673,0.876,0.855
109,0.877,0.856,0.859,1.114,1.386,0.839,0.911,0.833
110,0.844,0.804,1.094,1.425,1.030,0.891,1.022,0.800
111,0.847,0.916,0.905,1.185,1.081,0.843,1.001,0.902
112,0.849,0.905,0.996,1.094,1.658,0.874,0.991,0.842
113,0.832,0.893,1.044,1.056,1.656,0.834,0.934,0.879
114,0.894,0.854,0.973,1.259,1.273,1.023,0.970,0.845
115,0.824,0.864,1.070,0.812,1.693,0.820,0.901,0.846
116,0.871,0.922,1.012,1.589,1.429,0.792,0.881,0.906
117,0.856,0.819,0.929,0.841,1.481,0.871,0.925,0.851
118,0.825,0.828,0.941,1.291,1.026,0.915,1.050,0.816
119,0.860,0.899,1.048,1.084,1.433,0.864,0.942,0.816
120,0.834,0.852,0.981,0.912,1.104,0.874,1.023,0.859
121,0.873,0.824,0.915,1.251,1.031,0.820,0.979,0.846
122,0.844,0.905,0.934,1.236,1.683,0.932,1.202,0.779
123,0.890,0.918,1.028,1.172,1.873,0.845,0.980,0.890
124,0.855,0.842,0.990,1.055,1.148,0.794,0.995,0.867
125,0.852,0.866,1.161,1.319,0.891,0.929,0.816,0.892
126,0.859,0.846,0.937,1.244,1.487,0.858,0.953,0.857
127,0.858,0.868,1.090,1.183,1.584,0.819,0.964,0.834
128,0.863,0.803,1.085,1.085,1.059,0.866,0.858,0.893
129,0.841,0.875,0.970,1.187,1.364,0.848,1.041,0.858
130,0.857,0.841,0.990,0.783,1.345,0.896,0.948,0.827
131,0.879,0.835,0.946,1.487,1.370,0.872,0.951,0.878
132,0.860,0.824,1.322,1.378,1.198,0.909,0.949,0.810
133,0.835,0.886,1.373,1.216,1.586,0.833,1.199,0.816
134,0.816,0.828,1.036,1.155,1.522,0.824,0.987,0.856
135,0.822,0.952,0.916,1.060,1.388,0.884,0.859,0.872
136,0.830,0.930,0.988,1.221,1.285,0.834,1.025,0.860
137,0.861,0.808,1.125,1.098,1.437,0.835,1.102,0.901
138,0.870,0.828,1.091,1.059,0.974,0.857,0.926,0.887
139,0.853,0.897,1.021,1.217,0.866,0.861,1.013,0.834
140,0.842,0.861,0.979,1.194,1.128,0.812,0.896,0.867
141,0.840,0.883,0.942,0.993,1.131,0.874,0.917,0.844
142,0.821,0.845,1.146,1.109,0.910,0.852,0.954,0.832
143,0.895,0.870,0.987,1.552,1.057,0.847,1.124,0.890
144,0.837,0.845,1.030,1.270,1.356,0.885,0.899,0.833
145,0.832,0.886,0.940,1.259,1.128,0.911,0.965,0.834
146,0.860,0.827,1.134,1.179,1.745,0.885,0.937,0.755
147,0.868,0.838,0.938,1.225,1.029,0.888,0.896,0.834
148,0.836,0.944,1.042,1.112,1.133,0.884,0.971,0.821
149,0.851,0.854,0.982,1.155,1.422,0.930,0.973,0.791
150,0.852,0.784,1.074,0.986,1.770,0.907,1.018,0.870
151,0.903,0.875,1.087,1.392,0.877,0.899,1.034,0.838
152,0.785,0.884,0.958,1.083,1.453,0.894,0.928,0.870
153,0.893,0.824,0.830,0.936,1.040,0.833,1.006,0.835
154,0.842,0.829,1.057,1.203,0.982,0.872,1.088,0.811
155,0.956,0.799,1.160,0.865,1.515,0.886,0.864,0.900
156,0.817,0.843,0.924,1.344,1.228,0.865,0.872,0.804
157,0.841,0.832,0.889,1.005,1.356,0.851,1.053,0.876
158,0.832,0.853,0.957,1.287,1.596,0.860,0.929,0.818
159,0.828,0.982,0.953,1.148,0.870,0.781,0.962,0.851
160,0.836,0.813,1.249,1.208,1.156,0.911,0.857,0.809
161,0.858,0.817,1.044,1.271,1.322,0.877,0.916,0.954
162,0.856,0.789,0.934,1.030,1.427,0.793,0.888,0.843
163,0.889,0.907,0.971,1.020,1.545,0.877,0.750,0.895
164,0.874,0.892,1.164,1.108,0.832,0.906,0.864,0.837
165,0.846,0.917,1.011,1.222,1.482,0.835,0.925,0.868
166,0.834,0.896,1.036,1.004,0.905,0.793,0.935,0.844
167,0.883,0.784,1.010,0.958,1.794,0.848,1.007,0.851
168,0.918,0.888,0.908,1.313,0.983,0.840,0.953,0.864
169,0.814,0.835,1.048,1.099,1.193,0.847,0.871,0.840
170,0.843,0.888,0.937,1.218,1.055,0.787,0.892,0.926
171,0.858,0.960,0.907,1.328,1.110,0.920,1.103,0.872
172,0.863,0.841,1.298,1.159,1.206,0.825,0.978,0.890
173,0.849,0.732,1.068,1.022,1.127,0.935,1.072,0.878
174,0.847,0.860,0.988,0.961,1.055,0.962,0.921,0.782
175,0.829,0.861,1.120,1.210,1.010,0.826,1.003,0.834
176,0.903,0.849,0.908,1.607,1.227,0.908,0.920,0.883
177,0.847,0.851,0.986,1.040,1.242,0.821,1.080,0.776
178,0.859,0.898,1.048,1.052,0.908,0.838,1.015,0.837
179,0.874,0.943,1.126,1.087,1.062,0.846,1.088,0.847
180,0.834,0.896,1.026,1.005,1.248,0.845,1.186,0.826
181,0.870,0.865,0.935,0.800,1.238,0.948,0.862,0.861
182,0.839,0.800,1.045,0.853,1.010,0.813,0.972,0.833
183,0.904,0.831,0.880,1.114,1.041,0.849,1.070,0.853
184,0.866,0.942,1.026,1.382,1.477,0.876,0.993,0.868
185,0.853,0.793,1.064,1.100,1.020,0.966,1.014,0.859
186,0.805,0.887,1.086,1.607,1.243,0.871,1.050,0.882
187,0.877,0.846,1.136,0.831,0.828,0.894,1.023,0.939
188,0.939,0.838,0.992,1.172,1.460,0.861,0.823,0.814
189,0.862,0.850,0.967,1.376,1.167,0.842,0.994,0.811
190,0.825,0.869,0.959,0.938,1.500,0.853,1.313,0.824
191,0.816,0.851,0.924,1.053,1.292,0.859,0.953,0.839
192,0.918,0.862,0.982,1.077,1.147,0.855,1.092,0.859
193,0.865,0.788,1.006,1.360,1.167,0.818,0.963,0.909
194,0.817,0.860,0.995,0.939,1.516,0.846,1.149,0.891
195,0.915,0.923,1.084,1.276,1.364,0.841,0.965,0.874
196,0.799,0.860,1.111,1.069,1.046,0.967,0.962,0.855
197,0.860,0.870,0.904,0.964,1.528,0.840,0.886,0.799
198,0.832,1.108,0.935,0.975,1.051,0.857,0.949,0.849
199,0.881,0.854,0.884,1.068,1.469,0.886,1.066,0.830
