,null,constant,periodic_1,periodic_2,periodic_3,checkerboard,stepwise,state_transition
76,0.908,1.118,0.977,1.323,1.367,1.180,0.837,0.885
77,0.842,0.842,1.179,0.827,1.479,1.084,0.949,0.826
78,0.853,0.839,1.074,1.109,0.833,0.939,0.802,0.823
79,0.847,0.873,0.951,0.991,1.486,0.836,0.927,0.860
80,0.920,0.843,0.940,1.482,1.813,0.775,1.300,0.827
81,0.877,0.831,0.839,1.115,1.283,0.853,0.852,0.899
82,0.833,0.811,0.992,1.218,1.204,0.849,0.906,0.847
83,0.818,0.847,0.871,0.886,1.274,0.757,1.008,0.823
84,0.872,0.865,1.122,1.393,1.236,0.797,0.937,0.860
85,0.858,0.860,1.025,0.958,0.949,0.955,1.060,0.920
86,0.855,0.827,1.025,0.965,1.432,0.871,0.957,0.888
87,0.812,0.867,1.082,0.886,1.535,0.824,0.882,0.832
88,0.854,0.777,0.980,1.026,1.343,0.800,0.833,0.814
89,0.880,0.855,0.918,1.027,1.601,0.752,0.864,0.827
90,0.876,0.818,0.900,0.987,1.463,0.823,1.100,0.825
91,1.044,0.847,0.934,0.914,1.131,0.844,0.950,0.851
92,0.839,0.866,1.133,1.313,1.396,0.894,0.889,0.843
93,0.856,0.809,0.869,1.090,1.040,0.866,0.927,0.844
94,0.864,0.861,1.023,0.945,1.365,0.824,0.859,0.773
95,0.934,0.811,0.887,1.134,0.903,0.862,0.880,0.810
96,0.927,0.659,0.960,1.039,0.985,0.820,0.929,0.825
97,0.891,0.818,1.046,1.153,1.251,0.876,1.024,0.875
98,0.773,0.801,1.129,0.997,1.364,0.990,0.961,0.848
99,0.829,0.888,1.110,0.974,1.743,0.854,1.009,0.786
100,0.846,0.909,1.009,1.094,1.125,0.856,1.037,0.868
101,0.959,0.844,0.875,0.996,1.104,0.863,0.875,0.837
102,0.901,0.836,0.914,1.253,1.400,0.842,0.940,0.825
103,0.861,0.907,1.200,1.248,1.426,0.848,0.900,0.816
104,0.792,0.840,1.144,1.290,1.483,0.774,0.903,0.874
105,0.863,1.006,0.911,1.048,1.097,0.835,0.863,0.882
106,0.846,0.870,0.979,1.062,0.826,0.841,0.817,0.847
107,0.910,0.936,0.959,1.111,1.452,0.804,0.940,0.851
108,0.847,0.881,0.981,1.188,1.038,0.923,0.878,0.860
109,0.879,0.811,0.964,1.062,1.340,0.841,0.866,0.830
110,0.844,0.878,1.071,0.904,0.998,0.885,0.868,0.824
111,0.845,0.911,0.907,0.962,1.060,0.834,0.945,0.897
112,0.812,0.895,0.906,0.976,1.593,0.863,1.073,0.846
113,0.819,0.874,1.134,1.027,1.218,0.903,0.923,0.847
114,0.910,0.845,1.045,0.885,1.421,0.967,1.052,0.869
115,0.811,0.869,1.161,0.812,1.652,0.825,0.962,0.848
116,0.809,0.913,0.982,1.125,1.127,0.838,0.881,0.875
117,0.781,0.858,0.906,1.021,0.965,0.875,0.934,0.819
118,0.819,0.851,0.860,0.926,1.114,0.809,1.110,0.829
119,0.786,0.960,1.021,1.192,1.382,0.837,0.867,0.835
120,0.805,0.849,0.982,0.943,1.130,0.874,0.998,0.859
121,0.863,0.891,0.945,0.929,0.801,1.067,1.172,0.835
122,0.762,0.824,0.786,1.106,1.265,0.964,0.902,0.854
123,0.913,0.963,1.017,1.258,1.000,0.853,1.030,0.868
124,0.864,0.838,1.055,1.064,1.050,0.792,0.916,0.855
125,0.840,0.843,1.187,1.270,0.880,0.920,0.873,0.872
126,0.828,0.841,0.912,1.042,1.974,0.856,1.000,0.842
127,0.839,0.864,1.012,1.109,0.913,0.834,0.828,0.816
128,0.851,0.823,0.888,1.326,1.222,0.836,0.778,0.860
129,0.847,0.808,0.924,1.027,1.370,0.741,1.001,0.872
130,0.856,0.829,0.956,0.902,1.198,0.927,1.007,0.812
131,0.870,0.806,0.876,1.523,1.593,0.782,0.855,0.829
132,0.851,0.848,1.216,1.045,1.012,0.688,0.977,0.839
133,0.841,0.892,1.409,1.082,1.486,0.835,1.018,0.798
134,0.807,0.852,0.990,1.069,1.600,0.849,0.933,0.851
135,0.838,0.923,0.990,1.134,0.866,0.880,0.913,0.820
136,0.822,0.908,0.886,1.180,1.459,0.748,0.947,0.859
137,0.857,0.798,1.119,0.945,1.235,0.816,0.895,0.822
138,0.868,0.813,1.093,0.956,0.932,0.735,0.933,0.877
139,0.850,0.849,0.840,1.192,0.848,0.835,1.155,0.825
140,0.847,0.805,0.909,1.038,1.209,0.824,0.888,0.894
141,0.830,0.849,1.095,1.023,0.950,0.890,0.893,0.851
142,0.838,0.819,1.123,1.083,1.206,0.828,0.973,0.810
143,0.884,0.843,0.991,1.709,1.558,0.821,1.099,0.876
144,0.848,0.852,1.137,1.029,1.427,0.910,0.879,0.822
145,0.834,0.813,0.930,1.230,1.405,0.894,0.963,0.872
146,0.858,0.820,0.908,1.131,1.706,0.874,1.082,0.861
147,0.853,0.786,0.907,1.118,1.173,0.881,0.914,0.792
148,0.854,0.757,0.919,0.925,1.454,0.781,0.954,0.853
149,0.864,0.822,0.966,1.025,0.799,0.976,0.917,0.819
150,0.848,0.806,1.089,1.055,1.462,0.875,1.064,0.849
151,0.866,0.849,1.134,1.407,1.662,0.872,0.913,0.827
152,0.834,0.818,0.891,1.205,1.548,0.866,1.005,0.864
153,0.875,0.827,0.862,0.970,1.025,0.847,0.959,0.832
154,0.846,0.849,1.148,0.989,0.993,0.871,1.097,0.803
155,0.915,0.814,1.209,0.990,1.552,0.844,0.869,0.896
156,0.821,0.844,0.977,0.947,1.476,0.837,0.940,0.827
157,0.799,0.824,1.236,0.936,1.516,0.984,0.947,0.851
158,0.824,0.825,1.091,1.354,1.665,0.809,0.903,0.765
159,0.792,0.872,0.853,1.063,1.715,0.883,0.872,0.828
160,0.845,0.862,1.281,0.936,1.227,0.802,0.865,0.851
161,0.840,0.827,1.099,1.255,1.447,0.877,0.864,0.978
162,0.848,0.825,1.168,0.913,0.985,0.843,0.904,0.812
163,0.827,0.814,1.090,1.014,1.678,0.869,0.915,0.893
164,0.880,0.886,1.164,1.075,1.251,0.899,0.898,0.830
165,0.845,0.935,0.973,1.202,1.111,0.849,0.978,0.848
166,0.798,0.858,1.070,0.934,0.909,0.840,0.970,0.831
167,0.849,0.928,1.062,1.028,1.962,0.760,1.057,0.824
168,0.891,0.867,0.910,1.498,1.278,0.841,0.929,0.841
169,0.829,0.808,1.110,0.884,1.055,0.834,0.785,0.842
170,0.849,0.865,0.800,1.361,0.984,0.899,0.880,0.920
171,0.857,0.853,0.970,1.137,1.083,0.937,1.121,0.858
172,0.862,0.836,1.103,1.308,1.196,0.852,0.847,0.834
173,0.903,0.836,0.939,1.058,1.044,0.860,1.144,0.848
174,0.820,0.858,0.905,0.815,1.503,0.736,0.995,0.784
175,0.774,0.866,1.162,0.912,1.676,0.980,1.044,0.823
176,0.882,0.839,1.031,1.055,1.062,0.806,0.892,0.843
177,0.852,0.750,0.985,1.074,1.678,0.843,1.042,0.779
178,0.874,0.890,1.013,0.997,1.048,0.816,1.033,0.827
179,0.862,0.859,1.049,1.047,1.050,0.845,0.867,0.840
180,0.829,0.890,1.108,0.987,1.733,0.782,0.999,0.825
181,0.854,0.858,1.105,0.988,0.958,0.903,0.900,0.847
182,0.828,0.826,0.912,1.000,1.314,0.830,1.032,0.810
183,0.881,0.871,0.883,1.162,1.083,0.819,1.085,0.824
184,0.861,0.920,1.078,1.144,1.544,0.871,0.887,0.872
185,0.857,0.831,1.089,1.236,0.913,0.954,1.019,0.860
186,0.831,0.878,0.998,1.597,1.145,0.903,0.923,0.843
187,0.863,0.904,1.150,0.910,0.957,0.939,1.072,0.929
188,0.942,0.833,0.991,0.917,1.434,0.877,0.830,0.826
189,0.864,0.842,0.962,1.299,0.905,0.820,1.031,0.803
190,0.748,0.870,0.935,0.948,1.274,0.835,0.891,0.845
191,0.829,0.757,0.874,0.992,1.373,0.889,0.952,0.855
192,0.930,0.878,1.013,1.074,0.952,0.857,0.889,0.845
193,0.781,0.809,1.035,1.028,1.087,0.767,0.914,0.857
194,0.836,0.865,1.112,0.987,1.164,0.842,0.964,0.896
195,0.914,0.929,1.114,1.317,1.441,0.828,0.945,0.857
196,0.740,0.832,1.027,1.061,1.050,0.983,0.965,0.842
197,0.858,0.862,0.907,1.281,1.538,0.830,0.931,0.826
198,0.832,0.815,0.909,1.191,1.306,0.842,0.868,0.806
199,0.749,0.810,0.970,1.133,1.457,0.867,1.080,0.847
