,0,1,2
0,0.53,0.24,0.23
1,0.59,0.40,0.01
2,0.67,0.34,
3,0.34,0.63,0.03
4,0.73,0.19,0.08
5,0.39,0.57,0.04
6,0.32,0.27,0.41
7,0.92,0.07,0.01
8,0.27,0.23,0.50
9,0.74,0.16,0.10
10,0.23,0.77,
11,0.72,0.28,
12,0.31,0.07,0.62
13,0.90,0.10,
14,0.50,0.49,0.00
15,0.61,0.39,
16,0.78,0.17,0.05
17,0.71,0.21,0.07
18,0.21,0.77,0.01
19,0.36,0.64,
20,0.81,0.16,0.04
21,0.55,0.20,0.25
22,0.80,0.20,
23,0.55,0.45,
24,0.35,0.65,
25,0.84,0.15,0.00
26,0.20,0.35,0.45
27,0.62,0.30,0.08
28,0.60,0.33,0.07
29,0.43,0.53,0.03
30,0.68,0.23,0.09
31,0.49,0.51,
32,0.71,0.29,
33,0.46,0.48,0.07
34,0.54,0.14,0.32
35,0.39,0.61,
36,0.72,0.06,0.22
37,0.75,0.24,0.01
38,0.79,0.09,0.12
39,0.75,0.21,0.04
40,0.69,0.32,
41,0.29,0.71,
42,0.96,0.02,0.01
43,0.47,0.53,
44,0.67,0.33,
45,0.61,0.39,0.00
46,0.48,0.52,
47,0.41,0.51,0.08
48,0.27,0.35,0.38
49,0.74,0.26,0.00
50,0.22,0.25,0.52
51,0.46,0.20,0.34
52,0.67,0.33,
53,0.59,0.17,0.23
54,0.57,0.01,0.42
55,0.42,0.58,
56,0.64,0.15,0.21
57,0.26,0.30,0.44
58,0.64,0.36,
59,0.85,0.15,
60,0.84,0.15,
61,0.34,0.41,0.25
62,0.54,0.47,
63,0.83,0.17,
64,0.65,0.35,
65,0.32,0.40,0.28
66,0.41,0.59,
67,0.61,0.37,0.02
68,0.29,0.37,0.33
69,0.89,0.11,
70,0.23,0.45,0.32
71,0.53,0.46,0.00
72,0.85,0.15,
73,0.65,0.14,0.20
74,0.99,0.01,
75,0.42,0.55,0.02
76,0.70,0.29,
77,0.36,0.64,
78,0.61,0.39,
79,0.10,0.72,0.18
80,0.08,0.26,0.65
81,0.33,0.17,0.51
82,0.65,0.11,0.24
83,0.61,0.23,0.16
84,0.90,0.10,
85,0.92,0.09,
86,0.91,0.02,0.07
87,0.28,0.72,
88,0.15,0.85,
89,0.16,0.31,0.53
90,0.15,0.76,0.09
91,0.64,0.27,0.09
92,0.50,0.35,0.15
93,0.40,0.41,0.19
94,0.85,0.11,0.04
95,0.12,0.19,0.69
96,0.59,0.21,0.21
97,0.36,0.12,0.52
98,0.35,0.33,0.33
99,0.00,0.86,0.14
100,0.03,0.51,0.46
101,0.37,0.63,
102,0.33,0.59,0.07
103,0.70,0.05,0.26
104,0.32,0.68,
105,0.78,0.23,
106,0.45,0.45,0.11
107,0.90,0.10,
108,0.81,0.19,
109,0.48,0.44,0.08
110,0.24,0.17,0.59
111,0.22,0.37,0.41
112,0.56,0.44,
113,0.16,0.07,0.77
114,0.59,0.10,0.31
115,0.46,0.11,0.42
116,0.58,0.42,
117,0.27,0.71,0.03
118,0.31,0.15,0.54
119,0.50,0.05,0.45
120,0.21,0.57,0.22
121,0.35,0.45,0.20
122,0.35,0.65,
123,0.18,0.68,0.14
124,0.36,0.47,0.17
125,0.62,0.20,0.19
126,0.66,0.34,
127,0.84,0.12,0.04
128,0.77,0.23,
129,0.73,0.27,
130,0.70,0.30,
131,0.88,0.12,
132,0.38,0.58,0.04
133,0.80,0.19,0.01
134,0.62,0.38,
135,0.29,0.71,
136,0.62,0.38,
137,0.11,0.77,0.12
138,0.43,0.57,
139,0.50,0.29,0.21
140,0.73,0.27,
141,0.40,0.55,0.05
142,0.55,0.45,0.00
143,0.43,0.56,0.01
144,0.67,0.33,
145,0.74,0.09,0.17
146,0.29,0.41,0.30
147,0.56,0.32,0.12
148,0.24,0.13,0.63
149,0.45,0.49,0.05
150,0.38,0.36,0.27
151,0.84,0.12,0.05
152,0.53,0.34,0.13
153,0.49,0.16,0.35
154,0.67,0.29,0.04
155,0.60,0.30,0.10
156,0.83,0.17,
157,0.10,0.07,0.83
158,0.22,0.19,0.59
159,0.88,0.10,0.03
160,0.39,0.41,0.20
161,0.41,0.59,
162,0.73,0.27,
163,0.44,0.55,0.01
164,0.61,0.32,0.07
165,0.38,0.17,0.45
166,0.46,0.41,0.13
167,0.36,0.64,
168,0.65,0.32,0.03
169,0.32,0.68,
170,0.51,0.43,0.06
171,0.60,0.38,0.01
172,0.51,0.40,0.09
173,0.41,0.58,0.01
174,0.80,0.10,0.09
175,0.20,0.71,0.09
176,0.41,0.49,0.11
177,0.32,0.33,0.35
178,0.48,0.07,0.45
179,0.81,0.13,0.06
180,0.27,0.73,
181,0.80,0.15,0.05
182,0.52,0.48,
183,0.34,0.14,0.52
184,0.85,0.13,0.02
185,0.22,0.74,0.04
186,0.70,0.24,0.06
187,0.58,0.29,0.14
188,0.36,0.64,
189,0.60,0.40,
190,0.71,0.29,
191,0.51,0.49,
192,0.27,0.15,0.57
193,0.85,0.12,0.04
194,0.56,0.37,0.06
195,0.68,0.32,
196,0.80,0.20,
197,0.62,0.38,
198,0.54,0.47,
199,0.47,0.50,0.03
200,0.65,0.35,
201,0.92,0.02,0.06
202,0.70,0.29,
203,0.17,0.08,0.75
204,0.57,0.09,0.34
205,0.33,0.04,0.62
206,0.86,0.14,
207,0.61,0.39,
208,0.91,0.09,
209,0.23,0.77,
210,0.29,0.68,0.02
211,0.03,0.88,0.10
212,0.41,0.15,0.43
213,0.74,0.26,
214,0.39,0.61,
215,0.56,0.15,0.29
216,0.50,0.49,0.01
217,0.66,0.05,0.29
218,0.21,0.11,0.68
219,0.56,0.44,
220,0.02,0.74,0.24
221,0.60,0.40,
222,0.28,0.21,0.51
223,0.86,0.03,0.11
224,0.38,0.57,0.06
225,0.84,0.16,
226,0.90,0.05,0.05
227,0.90,0.10,
228,0.55,0.45,
229,0.21,0.12,0.68
230,0.64,0.36,
231,0.85,0.15,0.00
232,0.31,0.69,
233,0.59,0.31,0.11
234,0.11,0.06,0.84
235,0.72,0.28,
236,0.61,0.39,
237,0.63,0.37,0.00
238,0.07,0.93,
239,0.37,0.63,
240,0.68,0.30,0.03
241,0.86,0.14,
242,0.74,0.26,
243,0.24,0.76,
244,0.67,0.17,0.16
245,0.51,0.00,0.48
246,0.42,0.58,
247,0.29,0.04,0.68
248,0.65,0.35,
249,0.81,0.10,0.09
250,0.84,0.16,
251,0.84,0.16,
252,0.23,0.35,0.42
253,0.46,0.12,0.42
254,0.43,0.33,0.24
255,0.63,0.37,
256,0.47,0.47,0.06
257,0.64,0.31,0.05
258,0.50,0.29,0.22
259,0.17,0.48,0.35
260,0.27,0.29,0.44
261,0.28,0.22,0.50
262,0.60,0.40,
263,0.78,0.22,
264,0.39,0.59,0.02
265,0.67,0.33,
266,0.62,0.23,0.15
267,0.61,0.39,
268,0.03,0.97,
269,0.66,0.34,
270,0.80,0.20,
271,0.26,0.71,0.03
272,0.46,0.54,
273,0.97,0.03,
274,0.03,0.14,0.83
275,0.72,0.28,
276,0.57,0.38,0.05
277,0.42,0.58,
278,0.49,0.44,0.07
279,0.06,0.38,0.56
280,0.64,0.30,0.06
281,0.71,0.21,0.07
282,0.27,0.24,0.48
283,0.53,0.20,0.28
284,0.76,0.20,0.04
285,0.84,0.16,
286,0.69,0.31,
287,0.39,0.28,0.32
288,0.76,0.20,0.04
289,0.10,0.90,
290,0.43,0.26,0.31
291,0.15,0.07,0.78
292,0.76,0.13,0.11
293,0.50,0.50,
294,0.46,0.54,
295,0.32,0.15,0.53
296,0.62,0.02,0.36
297,0.62,0.37,0.01
298,0.34,0.54,0.12
299,0.27,0.45,0.28
300,0.79,0.21,
301,0.86,0.14,
302,0.60,0.30,0.10
303,0.34,0.28,0.39
304,0.48,0.18,0.33
305,0.71,0.14,0.14
306,0.35,0.20,0.44
307,0.48,0.21,0.31
308,0.55,0.45,
309,0.52,0.25,0.23
310,0.48,0.24,0.28
311,0.41,0.33,0.27
312,0.33,0.53,0.14
313,0.57,0.35,0.08
314,0.38,0.06,0.57
315,0.20,0.14,0.66
316,0.55,0.34,0.12
317,0.10,0.75,0.14
318,0.47,0.53,
319,0.13,0.33,0.54
320,0.69,0.31,
321,0.55,0.45,
322,0.42,0.47,0.11
323,0.29,0.12,0.59
324,0.52,0.42,0.06
325,0.61,0.21,0.18
326,0.67,0.33,
327,0.36,0.09,0.55
328,0.89,0.11,
329,0.29,0.66,0.05
330,0.64,0.34,0.02
331,0.20,0.11,0.69
332,0.34,0.23,0.43
333,0.84,0.09,0.08
334,0.37,0.17,0.46
335,0.93,0.07,
336,0.09,0.91,
337,0.58,0.42,
