,0,1,2
0,0.25,0.58,0.17
1,0.91,0.09,
2,0.61,0.39,
3,0.24,0.76,
4,0.72,0.19,0.09
5,0.47,0.04,0.49
6,0.29,0.41,0.30
7,0.04,0.96,
8,0.26,0.49,0.24
9,0.61,0.29,0.10
10,0.67,0.33,
11,0.75,0.24,0.02
12,0.54,0.06,0.41
13,0.78,0.22,
14,0.54,0.02,0.43
15,0.39,0.61,
16,0.13,0.14,0.73
17,0.10,0.61,0.28
18,0.33,0.62,0.04
19,0.65,0.35,
20,0.79,0.18,0.04
21,0.59,0.23,0.17
22,0.75,0.25,
23,0.59,0.38,0.03
24,0.42,0.58,
25,0.78,0.20,0.02
26,0.03,0.28,0.69
27,0.56,0.30,0.14
28,0.67,0.28,0.06
29,0.62,0.35,0.03
30,0.23,0.63,0.14
31,0.55,0.45,
32,0.73,0.04,0.23
33,0.40,0.07,0.52
34,0.55,0.13,0.32
35,0.57,0.43,
36,0.79,0.08,0.14
37,0.73,0.23,0.04
38,0.15,0.85,
39,0.24,0.72,0.04
40,0.42,0.58,0.00
41,0.77,0.23,
42,1.00,,
43,0.56,0.44,0.00
44,0.74,0.24,0.02
45,0.22,0.78,
46,0.42,0.58,
47,0.53,0.39,0.08
48,0.29,0.39,0.32
49,0.79,0.21,
50,0.32,0.19,0.49
51,0.46,0.19,0.34
52,0.64,0.36,
53,0.62,0.18,0.20
54,0.04,0.59,0.38
55,0.46,0.54,
56,0.32,0.50,0.18
57,0.46,0.21,0.32
58,0.64,0.36,
59,0.76,0.23,0.01
60,0.81,0.19,
61,0.45,0.33,0.22
62,0.53,0.47,
63,0.76,0.22,0.02
64,0.56,0.43,0.01
65,0.49,0.32,0.19
66,0.60,0.40,
67,0.46,0.52,0.02
68,0.25,0.36,0.39
69,0.89,0.11,
70,0.42,0.32,0.26
71,0.43,0.52,0.04
72,0.83,0.17,
73,0.52,0.12,0.36
74,0.92,0.08,0.00
75,0.57,0.41,0.02
76,0.41,0.59,
77,0.35,0.65,
78,0.66,0.34,
79,0.15,0.62,0.23
80,0.36,0.10,0.54
81,0.35,0.25,0.40
82,0.17,0.57,0.26
83,0.36,0.39,0.25
84,0.15,0.85,
85,0.23,0.77,
86,0.08,0.72,0.20
87,0.60,0.40,
88,0.20,0.80,0.00
89,0.23,0.28,0.49
90,0.79,0.10,0.11
91,0.67,0.23,0.10
92,0.51,0.36,0.14
93,0.44,0.56,
94,0.90,0.09,0.01
95,0.25,0.75,
96,0.55,0.17,0.28
97,0.48,0.12,0.40
98,0.44,0.26,0.30
99,0.84,0.16,
100,0.13,0.43,0.44
101,0.46,0.54,
102,0.34,0.60,0.06
103,0.67,0.10,0.23
