,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.836,0.838,0.839,0.835,0.834,0.833,0.835,0.837,0.832,0.828,0.833,0.830,0.828,0.827
1,0.836,0.000,0.832,0.833,0.833,0.835,0.831,0.841,0.831,0.834,0.823,0.832,0.828,0.829,0.825
2,0.838,0.832,0.000,0.840,0.828,0.831,0.829,0.829,0.832,0.830,0.829,0.830,0.826,0.826,0.823
3,0.839,0.833,0.840,0.000,0.837,0.831,0.831,0.831,0.831,0.831,0.826,0.832,0.826,0.830,0.825
4,0.835,0.833,0.828,0.837,0.000,0.831,0.833,0.831,0.832,0.833,0.829,0.832,0.828,0.827,0.831
5,0.834,0.835,0.831,0.831,0.831,0.000,0.832,0.832,0.833,0.835,0.823,0.831,0.827,0.828,0.821
6,0.833,0.831,0.829,0.831,0.833,0.832,0.000,0.833,0.829,0.829,0.823,0.830,0.826,0.826,0.822
7,0.835,0.841,0.829,0.831,0.831,0.832,0.833,0.000,0.831,0.835,0.824,0.830,0.826,0.827,0.824
8,0.837,0.831,0.832,0.831,0.832,0.833,0.829,0.831,0.000,0.833,0.825,0.831,0.830,0.827,0.822
9,0.832,0.834,0.830,0.831,0.833,0.835,0.829,0.835,0.833,0.000,0.825,0.835,0.828,0.829,0.822
10,0.828,0.823,0.829,0.826,0.829,0.823,0.823,0.824,0.825,0.825,0.000,0.825,0.824,0.822,0.825
11,0.833,0.832,0.830,0.832,0.832,0.831,0.830,0.830,0.831,0.835,0.825,0.000,0.826,0.831,0.823
12,0.830,0.828,0.826,0.826,0.828,0.827,0.826,0.826,0.830,0.828,0.824,0.826,0.000,0.826,0.820
13,0.828,0.829,0.826,0.830,0.827,0.828,0.826,0.827,0.827,0.829,0.822,0.831,0.826,0.000,0.821
14,0.827,0.825,0.823,0.825,0.831,0.821,0.822,0.824,0.822,0.822,0.825,0.823,0.820,0.821,0.000
