,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.855,0.847,0.850,0.860,0.864,0.858,0.851,0.863,0.870,0.888,0.859,0.851,0.875,0.880
1,0.855,0.000,0.868,0.864,0.856,0.859,0.871,0.804,0.872,0.861,0.895,0.858,0.895,0.870,0.883
2,0.847,0.868,0.000,0.848,0.877,0.876,0.874,0.866,0.869,0.879,0.863,0.872,0.885,0.873,0.902
3,0.850,0.864,0.848,0.000,0.867,0.886,0.863,0.877,0.865,0.871,0.882,0.863,0.890,0.879,0.892
4,0.860,0.856,0.877,0.867,0.000,0.871,0.840,0.869,0.871,0.866,0.885,0.877,0.877,0.880,0.873
5,0.864,0.859,0.876,0.886,0.871,0.000,0.870,0.875,0.880,0.855,0.899,0.872,0.887,0.894,0.908
6,0.858,0.871,0.874,0.863,0.840,0.870,0.000,0.856,0.884,0.879,0.881,0.853,0.882,0.892,0.897
7,0.851,0.804,0.866,0.877,0.869,0.875,0.856,0.000,0.867,0.861,0.892,0.873,0.890,0.880,0.884
8,0.863,0.872,0.869,0.865,0.871,0.880,0.884,0.867,0.000,0.862,0.884,0.878,0.881,0.889,0.897
9,0.870,0.861,0.879,0.871,0.866,0.855,0.879,0.861,0.862,0.000,0.893,0.857,0.882,0.882,0.892
10,0.888,0.895,0.863,0.882,0.885,0.899,0.881,0.892,0.884,0.893,0.000,0.893,0.890,0.885,0.876
11,0.859,0.858,0.872,0.863,0.877,0.872,0.853,0.873,0.878,0.857,0.893,0.000,0.885,0.867,0.887
12,0.851,0.895,0.885,0.890,0.877,0.887,0.882,0.890,0.881,0.882,0.890,0.885,0.000,0.870,0.903
13,0.875,0.870,0.873,0.879,0.880,0.894,0.892,0.880,0.889,0.882,0.885,0.867,0.870,0.000,0.899
14,0.880,0.883,0.902,0.892,0.873,0.908,0.897,0.884,0.897,0.892,0.876,0.887,0.903,0.899,0.000
