,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.206,0.458,0.001,0.198,-0.037,-0.206,0.072,0.050,0.059,-0.174,0.217,-0.229,-0.132,-0.192
1,-0.206,1.000,-0.200,0.066,-0.157,-0.025,0.194,-0.586,0.147,0.356,0.048,-0.291,-0.103,-0.099,-0.143
2,0.458,-0.200,1.000,-0.009,0.289,-0.080,-0.230,0.074,0.102,-0.039,-0.280,0.017,-0.135,0.154,-0.023
3,0.001,0.066,-0.009,1.000,-0.140,0.033,0.104,-0.094,-0.013,-0.013,0.096,-0.119,0.030,0.093,0.144
4,0.198,-0.157,0.289,-0.140,1.000,-0.194,-0.374,0.113,-0.094,0.042,-0.372,0.296,-0.271,-0.181,-0.128
5,-0.037,-0.025,-0.080,0.033,-0.194,1.000,0.248,0.082,0.074,-0.082,0.030,0.008,0.160,-0.088,-0.023
6,-0.206,0.194,-0.230,0.104,-0.374,0.248,1.000,-0.131,0.019,0.034,0.220,-0.264,0.304,0.171,-0.014
7,0.072,-0.586,0.074,-0.094,0.113,0.082,-0.131,1.000,-0.174,-0.147,-0.037,0.277,0.140,0.036,0.158
8,0.050,0.147,0.102,-0.013,-0.094,0.074,0.019,-0.174,1.000,-0.123,-0.227,-0.061,-0.085,0.125,-0.138
9,0.059,0.356,-0.039,-0.013,0.042,-0.082,0.034,-0.147,-0.123,1.000,-0.011,-0.145,-0.057,-0.219,-0.171
10,-0.174,0.048,-0.280,0.096,-0.372,0.030,0.220,-0.037,-0.227,-0.011,1.000,-0.059,0.139,0.001,0.097
11,0.217,-0.291,0.017,-0.119,0.296,0.008,-0.264,0.277,-0.061,-0.145,-0.059,1.000,-0.113,-0.188,-0.162
12,-0.229,-0.103,-0.135,0.030,-0.271,0.160,0.304,0.140,-0.085,-0.057,0.139,-0.113,1.000,0.256,0.195
13,-0.132,-0.099,0.154,0.093,-0.181,-0.088,0.171,0.036,0.125,-0.219,0.001,-0.188,0.256,1.000,0.151
14,-0.192,-0.143,-0.023,0.144,-0.128,-0.023,-0.014,0.158,-0.138,-0.171,0.097,-0.162,0.195,0.151,1.000
