,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.204,0.452,-0.001,0.196,-0.030,-0.201,0.074,0.054,0.058,-0.173,0.214,-0.224,-0.129,-0.192
1,-0.204,1.000,-0.197,0.064,-0.155,-0.029,0.189,-0.585,0.146,0.352,0.048,-0.289,-0.105,-0.102,-0.138
2,0.452,-0.197,1.000,-0.007,0.283,-0.076,-0.224,0.073,0.103,-0.036,-0.275,0.020,-0.131,0.149,-0.024
3,-0.001,0.064,-0.007,1.000,-0.139,0.031,0.099,-0.091,-0.011,-0.014,0.092,-0.115,0.029,0.090,0.138
4,0.196,-0.155,0.283,-0.139,1.000,-0.187,-0.365,0.114,-0.087,0.045,-0.368,0.292,-0.265,-0.180,-0.128
5,-0.030,-0.029,-0.076,0.031,-0.187,1.000,0.243,0.084,0.070,-0.081,0.027,0.011,0.159,-0.084,-0.022
6,-0.201,0.189,-0.224,0.099,-0.365,0.243,1.000,-0.127,0.020,0.031,0.214,-0.258,0.296,0.169,-0.010
7,0.074,-0.585,0.073,-0.091,0.114,0.084,-0.127,1.000,-0.176,-0.146,-0.037,0.275,0.139,0.039,0.155
8,0.054,0.146,0.103,-0.011,-0.087,0.070,0.020,-0.176,1.000,-0.117,-0.220,-0.059,-0.086,0.120,-0.137
9,0.058,0.352,-0.036,-0.014,0.045,-0.081,0.031,-0.146,-0.117,1.000,-0.015,-0.144,-0.060,-0.215,-0.166
10,-0.173,0.048,-0.275,0.092,-0.368,0.027,0.214,-0.037,-0.220,-0.015,1.000,-0.060,0.135,0.006,0.096
11,0.214,-0.289,0.020,-0.115,0.292,0.011,-0.258,0.275,-0.059,-0.144,-0.060,1.000,-0.108,-0.180,-0.158
12,-0.224,-0.105,-0.131,0.029,-0.265,0.159,0.296,0.139,-0.086,-0.060,0.135,-0.108,1.000,0.251,0.191
13,-0.129,-0.102,0.149,0.090,-0.180,-0.084,0.169,0.039,0.120,-0.215,0.006,-0.180,0.251,1.000,0.149
14,-0.192,-0.138,-0.024,0.138,-0.128,-0.022,-0.010,0.155,-0.137,-0.166,0.096,-0.158,0.191,0.149,1.000
