,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.6460e-06,5.4831e-07,7.3915e-01,2.5247e-05,7.9222e-02,6.4713e-01,8.5012e-03,1.0365e-01
DCC_joint,,2.6460e-06,,9.8565e-01,6.8776e-04,6.2307e-08,5.0650e-02,1.8776e-03,3.7824e-07,2.5719e-05
DCC_bivariate_loop,,5.4831e-07,9.8565e-01,,4.3747e-04,4.0139e-08,4.2903e-02,1.3271e-03,1.4618e-07,5.6811e-06
SW_cross_validated,,7.3915e-01,6.8776e-04,4.3747e-04,,1.0536e-04,2.1522e-01,9.0166e-01,3.0641e-02,5.7286e-01
SW_15,,2.5247e-05,6.2307e-08,4.0139e-08,1.0536e-04,,2.1199e-05,1.2859e-04,2.9363e-03,5.5183e-06
SW_30,,7.9222e-02,5.0650e-02,4.2903e-02,2.1522e-01,2.1199e-05,,2.8087e-01,2.7169e-03,2.8477e-01
SW_60,,6.4713e-01,1.8776e-03,1.3271e-03,9.0166e-01,1.2859e-04,2.8087e-01,,3.1996e-02,7.2077e-01
SW_120,,8.5012e-03,3.7824e-07,1.4618e-07,3.0641e-02,2.9363e-03,2.7169e-03,3.1996e-02,,5.9881e-04
sFC,,1.0365e-01,2.5719e-05,5.6811e-06,5.7286e-01,5.5183e-06,2.8477e-01,7.2077e-01,5.9881e-04,
