,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.47,0.04,1.48,10.00,7.56,4.00,1.84,0.86
DCC_joint,,0.47,,0.67,2.20,11.36,9.84,5.29,2.41,0.49
DCC_bivariate_loop,,0.04,0.67,,1.75,11.24,9.81,4.97,2.05,1.15
SW_cross_validated,,1.48,2.20,1.75,,8.86,5.97,2.45,0.60,2.54
SW_15,,10.00,11.36,11.24,8.86,,5.02,7.33,7.27,11.46
SW_30,,7.56,9.84,9.81,5.97,5.02,,3.70,4.09,9.89
SW_60,,4.00,5.29,4.97,2.45,7.33,3.70,,1.36,5.55
SW_120,,1.84,2.41,2.05,0.60,7.27,4.09,1.36,,2.69
sFC,,0.86,0.49,1.15,2.54,11.46,9.89,5.55,2.69,
