,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.89,6.07,0.67,4.36,0.42,2.62,20.06,20.52
DCC_joint,,5.89,,0.17,-5.82,-2.84,-6.95,-4.01,21.33,22.74
DCC_bivariate_loop,,6.07,0.17,,-6.03,-3.10,-7.21,-4.23,21.74,23.27
SW_cross_validated,,0.67,-5.82,-6.03,,4.11,-0.33,2.13,22.48,23.23
SW_15,,4.36,-2.84,-3.10,4.11,,-5.17,-1.92,30.20,33.60
SW_30,,0.42,-6.95,-7.21,-0.33,-5.17,,2.73,26.87,28.19
SW_60,,2.62,-4.01,-4.23,2.13,-1.92,2.73,,23.44,24.59
SW_120,,20.06,21.33,21.74,22.48,30.20,26.87,23.44,,-0.27
sFC,,20.52,22.74,23.27,23.23,33.60,28.19,24.59,-0.27,
