,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.59,2.42,4.07,16.45,9.97,7.12,5.87,1.59
DCC_joint,,1.59,,0.78,2.25,12.49,7.35,4.78,3.34,0.13
DCC_bivariate_loop,,2.42,0.78,,1.43,11.21,6.36,3.84,2.34,0.96
SW_cross_validated,,4.07,2.25,1.43,,9.52,4.85,2.33,0.70,2.51
SW_15,,16.45,12.49,11.21,9.52,,4.38,7.38,10.35,13.58
SW_30,,9.97,7.35,6.36,4.85,4.38,,2.66,4.83,7.95
SW_60,,7.12,4.78,3.84,2.33,7.38,2.66,,1.95,5.24
SW_120,,5.87,3.34,2.34,0.70,10.35,4.83,1.95,,3.78
sFC,,1.59,0.13,0.96,2.51,13.58,7.95,5.24,3.78,
