,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.21,5.89,0.88,3.23,0.83,0.39,3.64,52.75
DCC_joint,,4.21,,1.04,3.34,0.74,3.23,4.09,2.54,24.44
DCC_bivariate_loop,,5.89,1.04,,4.82,1.80,4.65,5.83,4.31,25.67
SW_cross_validated,,0.88,3.34,4.82,,2.43,0.00,0.59,1.97,41.66
SW_15,,3.23,0.74,1.80,2.43,,2.35,3.07,1.48,24.85
SW_30,,0.83,3.23,4.65,0.00,2.35,,0.55,1.81,37.93
SW_60,,0.39,4.09,5.83,0.59,3.07,0.55,,3.58,60.61
SW_120,,3.64,2.54,4.31,1.97,1.48,1.81,3.58,,108.12
sFC,,52.75,24.44,25.67,41.66,24.85,37.93,60.61,108.12,
