,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.55,5.40,9.09,36.80,22.30,15.92,13.13,3.55
DCC_joint,,3.55,,1.75,5.03,27.92,16.43,10.69,7.46,-0.29
DCC_bivariate_loop,,5.40,1.75,,3.20,25.08,14.21,8.59,5.24,-2.15
SW_cross_validated,,9.09,5.03,3.20,,21.29,10.84,5.21,1.56,-5.62
SW_15,,36.80,27.92,25.08,21.29,,-9.80,-16.50,-23.14,-30.36
SW_30,,22.30,16.43,14.21,10.84,-9.80,,-5.96,-10.80,-17.77
SW_60,,15.92,10.69,8.59,5.21,-16.50,-5.96,,-4.37,-11.71
SW_120,,13.13,7.46,5.24,1.56,-23.14,-10.80,-4.37,,-8.44
sFC,,3.55,-0.29,-2.15,-5.62,-30.36,-17.77,-11.71,-8.44,
