,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-6.69,-7.51,-0.33,5.61,-1.85,-0.46,2.95,-1.70
DCC_joint,,-6.69,,-0.02,4.09,8.79,2.09,3.64,7.76,5.60
DCC_bivariate_loop,,-7.51,-0.02,,4.29,9.06,2.18,3.79,8.29,6.34
SW_cross_validated,,-0.33,4.09,4.29,,4.94,-1.28,-0.13,2.35,-0.57
SW_15,,5.61,8.79,9.06,4.94,,-5.69,-4.85,-3.44,-6.35
SW_30,,-1.85,2.09,2.18,-1.28,-5.69,,1.11,3.47,1.10
SW_60,,-0.46,3.64,3.79,-0.13,-4.85,1.11,,2.32,-0.36
SW_120,,2.95,7.76,8.29,2.35,-3.44,3.47,2.32,,-4.15
sFC,,-1.70,5.60,6.34,-0.57,-6.35,1.10,-0.36,-4.15,
