,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.06,0.09,3.32,22.38,16.94,8.97,4.11,-1.94
DCC_joint,,-1.06,,1.49,4.92,25.40,22.00,11.84,5.38,-1.10
DCC_bivariate_loop,,0.09,1.49,,3.92,25.12,21.94,11.12,4.58,-2.58
SW_cross_validated,,3.32,4.92,3.92,,19.80,13.34,5.47,1.34,-5.69
SW_15,,22.38,25.40,25.12,19.80,,-11.23,-16.39,-16.25,-25.63
SW_30,,16.94,22.00,21.94,13.34,-11.23,,-8.27,-9.15,-22.11
SW_60,,8.97,11.84,11.12,5.47,-16.39,-8.27,,-3.05,-12.40
SW_120,,4.11,5.38,4.58,1.34,-16.25,-9.15,-3.05,,-6.02
sFC,,-1.94,-1.10,-2.58,-5.69,-25.63,-22.11,-12.40,-6.02,
