,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.42,13.15,1.97,7.21,1.86,0.89,8.10,116.98
DCC_joint,,9.42,,2.32,-7.47,-1.65,-7.23,-9.15,-5.68,54.65
DCC_bivariate_loop,,13.15,2.32,,-10.78,-4.01,-10.39,-13.04,-9.63,57.41
SW_cross_validated,,1.97,-7.47,-10.78,,5.42,0.00,-1.31,4.40,93.15
SW_15,,7.21,-1.65,-4.01,5.42,,-5.26,-6.87,-3.31,55.58
SW_30,,1.86,-7.23,-10.39,0.00,-5.26,,-1.23,4.05,84.81
SW_60,,0.89,-9.15,-13.04,-1.31,-6.87,-1.23,,8.01,135.53
SW_120,,8.10,-5.68,-9.63,4.40,-3.31,4.05,8.01,,241.76
sFC,,116.98,54.65,57.41,93.15,55.58,84.81,135.53,241.76,
