,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0001,0.0000,1.,0.0009,1.,1.,0.3060,1.
DCC_joint,nan,6.7245,-,1.,0.0248,0.0000,1.,0.0676,0.0000,0.0009
DCC_bivariate_loop,nan,7.555,0.0182,-,0.0157,0.0000,1.,0.0478,0.0000,0.0002
SW_cross_validated,nan,0.3382,-4.0897,-4.2934,-,0.0038,1.,1.,1.,1.
SW_15,nan,-5.6109,-8.7919,-9.0562,-4.9416,-,0.0008,0.0046,0.1057,0.0002
SW_30,nan,1.8606,-2.0943,-2.1785,1.2846,5.6944,-,1.,0.0978,1.
SW_60,nan,0.4655,-3.6389,-3.7947,0.1253,4.85,-1.1118,-,1.,1.
SW_120,nan,-2.9535,-7.7584,-8.2934,-2.3458,3.4376,-3.4726,-2.3245,-,0.0216
sFC,nan,1.7142,-5.602,-6.3381,0.5743,6.3526,-1.1025,0.3631,4.152,-
