,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0832,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0827
DCC_joint,nan,-3.5457,-,1.,0.0032,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-5.4002,-1.7497,-,0.1802,0.0000,0.0000,0.0000,0.002,1.
SW_cross_validated,nan,-9.0898,-5.0251,-3.1961,-,0.0000,0.0000,0.0021,1.,0.0009
SW_15,nan,-36.7817,-27.9186,-25.0761,-21.2907,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-22.2921,-16.4253,-14.2104,-10.8388,9.8007,-,0.0004,0.0000,0.0000
SW_60,nan,-15.9178,-10.6864,-8.5943,-5.211,16.4992,5.959,-,0.0134,0.0000
SW_120,nan,-13.122,-7.4609,-5.2419,-1.5611,23.1394,10.7981,4.3652,-,0.0000
sFC,nan,-3.5481,0.2947,2.1472,5.6222,30.3612,17.772,11.7127,8.4423,-
