,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.43,7.59,1.60,4.66,1.76,4.81,20.29,25.70
DCC_joint,,7.43,,0.24,-10.63,-5.22,-9.46,-4.98,23.46,38.02
DCC_bivariate_loop,,7.59,0.24,,-11.00,-5.53,-9.79,-5.29,23.47,38.39
SW_cross_validated,,1.60,-10.63,-11.00,,5.90,0.36,6.18,38.61,60.57
SW_15,,4.66,-5.22,-5.53,5.90,,-5.00,0.28,32.19,52.45
SW_30,,1.76,-9.46,-9.79,0.36,-5.00,,5.26,34.10,50.47
SW_60,,4.81,-4.98,-5.29,6.18,0.28,5.26,,31.96,52.26
SW_120,,20.29,23.46,23.47,38.61,32.19,34.10,31.96,,13.87
sFC,,25.70,38.02,38.39,60.57,52.45,50.47,52.26,13.87,
