,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0000,0.0000,0.0655,0.0000,0.0807,0.3964,0.0000,0.0000
DCC_joint,,0.0000,,0.0325,0.0000,0.1171,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,,0.0000,0.0325,,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,,0.0655,0.0000,0.0000,,0.0000,0.9986,0.2070,0.0003,0.0000
SW_15,,0.0000,0.1171,0.0008,0.0000,,0.0001,0.0000,0.0039,0.0000
SW_30,,0.0807,0.0000,0.0000,0.9986,0.0001,,0.2352,0.0008,0.0000
SW_60,,0.3964,0.0000,0.0000,0.2070,0.0000,0.2352,,0.0000,0.0000
SW_120,,0.0000,0.0000,0.0000,0.0003,0.0039,0.0008,0.0000,,0.0000
sFC,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
