,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0000,0.0000
DCC_joint,nan,-15.3367,-,1.,0.0000,0.3301,0.0001,0.0000,0.0001,0.0000
DCC_bivariate_loop,nan,-15.1939,-0.5785,-,0.0000,1.,0.0001,0.0000,0.0001,0.0000
SW_cross_validated,nan,-7.6612,8.7989,8.9478,-,0.0000,0.7542,0.0611,1.,0.0000
SW_15,nan,-18.7998,-2.9186,-2.179,-12.3003,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-10.1847,6.7082,6.9661,-2.5301,10.2256,-,0.0002,1.,0.0000
SW_60,nan,-4.5745,12.4818,12.4071,3.684,16.2956,6.4571,-,0.0003,0.0000
SW_120,nan,-9.8222,6.7454,7.0036,-2.2938,10.1876,0.1844,-6.1094,-,0.0000
sFC,nan,-96.0051,-72.8749,-65.9078,-98.8041,-73.5261,-100.971,-113.6242,-96.7263,-
