,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.6484e-12,1.0142e-11,4.3810e-07,2.7170e-13,6.5194e-09,2.2886e-04,1.1403e-08,7.1719e-26
DCC_joint,,8.6484e-12,,5.7010e-01,6.1574e-08,9.1689e-03,2.7317e-06,2.6710e-10,2.5401e-06,1.0636e-23
DCC_bivariate_loop,,1.0142e-11,5.7010e-01,,4.8020e-08,4.2858e-02,1.6578e-06,2.9439e-10,1.5430e-06,6.4492e-23
SW_cross_validated,,4.3810e-07,6.1574e-08,4.8020e-08,,3.3865e-10,2.0951e-02,1.6980e-03,3.4051e-02,4.4971e-26
SW_15,,2.7170e-13,9.1689e-03,4.2858e-02,3.3865e-10,,6.3284e-09,3.1982e-12,6.7044e-09,9.0664e-24
SW_30,,6.5194e-09,2.7317e-06,1.6578e-06,2.0951e-02,6.3284e-09,,4.4799e-06,8.5576e-01,3.0453e-26
SW_60,,2.2886e-04,2.6710e-10,2.9439e-10,1.6980e-03,3.1982e-12,4.4799e-06,,9.0152e-06,3.6482e-27
SW_120,,1.1403e-08,2.5401e-06,1.5430e-06,3.4051e-02,6.7044e-09,8.5576e-01,9.0152e-06,,6.5886e-26
sFC,,7.1719e-26,1.0636e-23,6.4492e-23,4.4971e-26,9.0664e-24,3.0453e-26,3.6482e-27,6.5886e-26,
